I10_DX,CCS,CCS_lvl1,CCS_lvl2
M8900,DX212,DX-13,DX-13.9
M89011,DX212,DX-13,DX-13.9
M89012,DX212,DX-13,DX-13.9
M89019,DX212,DX-13,DX-13.9
M89021,DX212,DX-13,DX-13.9
M89022,DX212,DX-13,DX-13.9
M89029,DX212,DX-13,DX-13.9
M89031,DX212,DX-13,DX-13.9
M89032,DX212,DX-13,DX-13.9
M89039,DX212,DX-13,DX-13.9
M89041,DX212,DX-13,DX-13.9
M89042,DX212,DX-13,DX-13.9
M89049,DX212,DX-13,DX-13.9
M89051,DX212,DX-13,DX-13.9
M89052,DX212,DX-13,DX-13.9
M89059,DX212,DX-13,DX-13.9
M89061,DX212,DX-13,DX-13.9
M89062,DX212,DX-13,DX-13.9
M89069,DX212,DX-13,DX-13.9
M89071,DX212,DX-13,DX-13.9
M89072,DX212,DX-13,DX-13.9
M89079,DX212,DX-13,DX-13.9
M8908,DX212,DX-13,DX-13.9
M8909,DX212,DX-13,DX-13.9
M89121,DX212,DX-13,DX-13.9
M89122,DX212,DX-13,DX-13.9
M89123,DX212,DX-13,DX-13.9
M89124,DX212,DX-13,DX-13.9
M89125,DX212,DX-13,DX-13.9
M89126,DX212,DX-13,DX-13.9
M89127,DX212,DX-13,DX-13.9
M89128,DX212,DX-13,DX-13.9
M89129,DX212,DX-13,DX-13.9
M89131,DX212,DX-13,DX-13.9
M89132,DX212,DX-13,DX-13.9
M89133,DX212,DX-13,DX-13.9
M89134,DX212,DX-13,DX-13.9
M89138,DX212,DX-13,DX-13.9
M89139,DX212,DX-13,DX-13.9
M89151,DX212,DX-13,DX-13.9
M89152,DX212,DX-13,DX-13.9
M89153,DX212,DX-13,DX-13.9
M89154,DX212,DX-13,DX-13.9
M89155,DX212,DX-13,DX-13.9
M89156,DX212,DX-13,DX-13.9
M89157,DX212,DX-13,DX-13.9
M89158,DX212,DX-13,DX-13.9
M89159,DX212,DX-13,DX-13.9
M89160,DX212,DX-13,DX-13.9
M89161,DX212,DX-13,DX-13.9
M89162,DX212,DX-13,DX-13.9
M89163,DX212,DX-13,DX-13.9
M89164,DX212,DX-13,DX-13.9
M89165,DX212,DX-13,DX-13.9
M89166,DX212,DX-13,DX-13.9
M89167,DX212,DX-13,DX-13.9
M89168,DX212,DX-13,DX-13.9
M89169,DX212,DX-13,DX-13.9
M8918,DX212,DX-13,DX-13.9
M8920,DX212,DX-13,DX-13.9
M89211,DX212,DX-13,DX-13.9
M89212,DX212,DX-13,DX-13.9
M89219,DX212,DX-13,DX-13.9
M89221,DX212,DX-13,DX-13.9
M89222,DX212,DX-13,DX-13.9
M89229,DX212,DX-13,DX-13.9
M89231,DX212,DX-13,DX-13.9
M89232,DX212,DX-13,DX-13.9
M89233,DX212,DX-13,DX-13.9
M89234,DX212,DX-13,DX-13.9
M89239,DX212,DX-13,DX-13.9
M89241,DX212,DX-13,DX-13.9
M89242,DX212,DX-13,DX-13.9
M89249,DX212,DX-13,DX-13.9
M89251,DX212,DX-13,DX-13.9
M89252,DX212,DX-13,DX-13.9
M89259,DX212,DX-13,DX-13.9
M89261,DX212,DX-13,DX-13.9
M89262,DX212,DX-13,DX-13.9
M89263,DX212,DX-13,DX-13.9
M89264,DX212,DX-13,DX-13.9
M89269,DX212,DX-13,DX-13.9
M89271,DX212,DX-13,DX-13.9
M89272,DX212,DX-13,DX-13.9
M89279,DX212,DX-13,DX-13.9
M8928,DX212,DX-13,DX-13.9
M8929,DX212,DX-13,DX-13.9
M8930,DX212,DX-13,DX-13.9
M89311,DX212,DX-13,DX-13.9
M89312,DX212,DX-13,DX-13.9
M89319,DX212,DX-13,DX-13.9
M89321,DX212,DX-13,DX-13.9
M89322,DX212,DX-13,DX-13.9
M89329,DX212,DX-13,DX-13.9
M89331,DX212,DX-13,DX-13.9
M89332,DX212,DX-13,DX-13.9
M89333,DX212,DX-13,DX-13.9
M89334,DX212,DX-13,DX-13.9
M89339,DX212,DX-13,DX-13.9
M89341,DX212,DX-13,DX-13.9
M89342,DX212,DX-13,DX-13.9
M89349,DX212,DX-13,DX-13.9
M89351,DX212,DX-13,DX-13.9
M89352,DX212,DX-13,DX-13.9
M89359,DX212,DX-13,DX-13.9
M89361,DX212,DX-13,DX-13.9
M89362,DX212,DX-13,DX-13.9
M89363,DX212,DX-13,DX-13.9
M89364,DX212,DX-13,DX-13.9
M89369,DX212,DX-13,DX-13.9
M89371,DX212,DX-13,DX-13.9
M89372,DX212,DX-13,DX-13.9
M89379,DX212,DX-13,DX-13.9
M8938,DX212,DX-13,DX-13.9
M8939,DX212,DX-13,DX-13.9
M8940,DX212,DX-13,DX-13.9
M89411,DX212,DX-13,DX-13.9
M89412,DX212,DX-13,DX-13.9
M89419,DX212,DX-13,DX-13.9
M89421,DX212,DX-13,DX-13.9
M89422,DX212,DX-13,DX-13.9
M89429,DX212,DX-13,DX-13.9
M89431,DX212,DX-13,DX-13.9
M89432,DX212,DX-13,DX-13.9
M89439,DX212,DX-13,DX-13.9
M89441,DX212,DX-13,DX-13.9
M89442,DX212,DX-13,DX-13.9
M89449,DX212,DX-13,DX-13.9
M89451,DX212,DX-13,DX-13.9
M89452,DX212,DX-13,DX-13.9
M89459,DX212,DX-13,DX-13.9
M89461,DX212,DX-13,DX-13.9
M89462,DX212,DX-13,DX-13.9
M89469,DX212,DX-13,DX-13.9
M89471,DX212,DX-13,DX-13.9
M89472,DX212,DX-13,DX-13.9
M89479,DX212,DX-13,DX-13.9
M8948,DX212,DX-13,DX-13.9
M8949,DX212,DX-13,DX-13.9
M8950,DX212,DX-13,DX-13.9
M89511,DX212,DX-13,DX-13.9
M89512,DX212,DX-13,DX-13.9
M89519,DX212,DX-13,DX-13.9
M89521,DX212,DX-13,DX-13.9
M89522,DX212,DX-13,DX-13.9
M89529,DX212,DX-13,DX-13.9
M89531,DX212,DX-13,DX-13.9
M89532,DX212,DX-13,DX-13.9
M89539,DX212,DX-13,DX-13.9
M89541,DX212,DX-13,DX-13.9
M89542,DX212,DX-13,DX-13.9
M89549,DX212,DX-13,DX-13.9
M89551,DX212,DX-13,DX-13.9
M89552,DX212,DX-13,DX-13.9
M89559,DX212,DX-13,DX-13.9
M89561,DX212,DX-13,DX-13.9
M89562,DX212,DX-13,DX-13.9
M89569,DX212,DX-13,DX-13.9
M89571,DX212,DX-13,DX-13.9
M89572,DX212,DX-13,DX-13.9
M89579,DX212,DX-13,DX-13.9
M8958,DX212,DX-13,DX-13.9
M8959,DX212,DX-13,DX-13.9
M8970,DX212,DX-13,DX-13.9
M89711,DX212,DX-13,DX-13.9
M89712,DX212,DX-13,DX-13.9
M89719,DX212,DX-13,DX-13.9
M89721,DX212,DX-13,DX-13.9
M89722,DX212,DX-13,DX-13.9
M89729,DX212,DX-13,DX-13.9
M89731,DX212,DX-13,DX-13.9
M89732,DX212,DX-13,DX-13.9
M89739,DX212,DX-13,DX-13.9
M89741,DX212,DX-13,DX-13.9
M89742,DX212,DX-13,DX-13.9
M89749,DX212,DX-13,DX-13.9
M89751,DX212,DX-13,DX-13.9
M89752,DX212,DX-13,DX-13.9
M89759,DX212,DX-13,DX-13.9
M89761,DX212,DX-13,DX-13.9
M89762,DX212,DX-13,DX-13.9
M89769,DX212,DX-13,DX-13.9
M89771,DX212,DX-13,DX-13.9
M89772,DX212,DX-13,DX-13.9
M89779,DX212,DX-13,DX-13.9
M8978,DX212,DX-13,DX-13.9
M8979,DX212,DX-13,DX-13.9
M898X0,DX212,DX-13,DX-13.9
M898X1,DX212,DX-13,DX-13.9
M898X2,DX212,DX-13,DX-13.9
M898X3,DX212,DX-13,DX-13.9
M898X4,DX212,DX-13,DX-13.9
M898X5,DX212,DX-13,DX-13.9
M898X6,DX212,DX-13,DX-13.9
M898X7,DX212,DX-13,DX-13.9
M898X8,DX212,DX-13,DX-13.9
M898X9,DX212,DX-13,DX-13.9
M899,DX212,DX-13,DX-13.9
M9050,DX212,DX-13,DX-13.9
M90511,DX212,DX-13,DX-13.9
M90512,DX212,DX-13,DX-13.9
M90519,DX212,DX-13,DX-13.9
M90521,DX212,DX-13,DX-13.9
M90522,DX212,DX-13,DX-13.9
M90529,DX212,DX-13,DX-13.9
M90531,DX212,DX-13,DX-13.9
M90532,DX212,DX-13,DX-13.9
M90539,DX212,DX-13,DX-13.9
M90541,DX212,DX-13,DX-13.9
M90542,DX212,DX-13,DX-13.9
M90549,DX212,DX-13,DX-13.9
M90551,DX212,DX-13,DX-13.9
M90552,DX212,DX-13,DX-13.9
M90559,DX212,DX-13,DX-13.9
M90561,DX212,DX-13,DX-13.9
M90562,DX212,DX-13,DX-13.9
M90569,DX212,DX-13,DX-13.9
M90571,DX212,DX-13,DX-13.9
M90572,DX212,DX-13,DX-13.9
M90579,DX212,DX-13,DX-13.9
M9058,DX212,DX-13,DX-13.9
M9059,DX212,DX-13,DX-13.9
M9060,DX212,DX-13,DX-13.9
M90611,DX212,DX-13,DX-13.9
M90612,DX212,DX-13,DX-13.9
M90619,DX212,DX-13,DX-13.9
M90621,DX212,DX-13,DX-13.9
M90622,DX212,DX-13,DX-13.9
M90629,DX212,DX-13,DX-13.9
M90631,DX212,DX-13,DX-13.9
M90632,DX212,DX-13,DX-13.9
M90639,DX212,DX-13,DX-13.9
M90641,DX212,DX-13,DX-13.9
M90642,DX212,DX-13,DX-13.9
M90649,DX212,DX-13,DX-13.9
M90651,DX212,DX-13,DX-13.9
M90652,DX212,DX-13,DX-13.9
M90659,DX212,DX-13,DX-13.9
M90661,DX212,DX-13,DX-13.9
M90662,DX212,DX-13,DX-13.9
M90669,DX212,DX-13,DX-13.9
M90671,DX212,DX-13,DX-13.9
M90672,DX212,DX-13,DX-13.9
M90679,DX212,DX-13,DX-13.9
M9068,DX212,DX-13,DX-13.9
M9069,DX212,DX-13,DX-13.9
M9080,DX212,DX-13,DX-13.9
M90811,DX212,DX-13,DX-13.9
M90812,DX212,DX-13,DX-13.9
M90819,DX212,DX-13,DX-13.9
M90821,DX212,DX-13,DX-13.9
M90822,DX212,DX-13,DX-13.9
M90829,DX212,DX-13,DX-13.9
M90831,DX212,DX-13,DX-13.9
M90832,DX212,DX-13,DX-13.9
M90839,DX212,DX-13,DX-13.9
M90841,DX212,DX-13,DX-13.9
M90842,DX212,DX-13,DX-13.9
M90849,DX212,DX-13,DX-13.9
M90851,DX212,DX-13,DX-13.9
M90852,DX212,DX-13,DX-13.9
M90859,DX212,DX-13,DX-13.9
M90861,DX212,DX-13,DX-13.9
M90862,DX212,DX-13,DX-13.9
M90869,DX212,DX-13,DX-13.9
M90871,DX212,DX-13,DX-13.9
M90872,DX212,DX-13,DX-13.9
M90879,DX212,DX-13,DX-13.9
M9088,DX212,DX-13,DX-13.9
M9089,DX212,DX-13,DX-13.9
M910,DX212,DX-13,DX-13.9
M9110,DX212,DX-13,DX-13.9
M9111,DX212,DX-13,DX-13.9
M9112,DX212,DX-13,DX-13.9
M9120,DX212,DX-13,DX-13.9
M9121,DX212,DX-13,DX-13.9
M9122,DX212,DX-13,DX-13.9
M9130,DX212,DX-13,DX-13.9
M9131,DX212,DX-13,DX-13.9
M9132,DX212,DX-13,DX-13.9
M9140,DX212,DX-13,DX-13.9
M9141,DX212,DX-13,DX-13.9
M9142,DX212,DX-13,DX-13.9
M9180,DX212,DX-13,DX-13.9
M9181,DX212,DX-13,DX-13.9
M9182,DX212,DX-13,DX-13.9
M9190,DX212,DX-13,DX-13.9
M9191,DX212,DX-13,DX-13.9
M9192,DX212,DX-13,DX-13.9
M9200,DX212,DX-13,DX-13.9
M9201,DX212,DX-13,DX-13.9
M9202,DX212,DX-13,DX-13.9
M9210,DX212,DX-13,DX-13.9
M9211,DX212,DX-13,DX-13.9
M9212,DX212,DX-13,DX-13.9
M92201,DX212,DX-13,DX-13.9
M92202,DX212,DX-13,DX-13.9
M92209,DX212,DX-13,DX-13.9
M92211,DX212,DX-13,DX-13.9
M92212,DX212,DX-13,DX-13.9
M92219,DX212,DX-13,DX-13.9
M92221,DX212,DX-13,DX-13.9
M92222,DX212,DX-13,DX-13.9
M92229,DX212,DX-13,DX-13.9
M92291,DX212,DX-13,DX-13.9
M92292,DX212,DX-13,DX-13.9
M92299,DX212,DX-13,DX-13.9
M9230,DX212,DX-13,DX-13.9
M9231,DX212,DX-13,DX-13.9
M9232,DX212,DX-13,DX-13.9
M9240,DX212,DX-13,DX-13.9
M9241,DX212,DX-13,DX-13.9
M9242,DX212,DX-13,DX-13.9
M9250,DX212,DX-13,DX-13.9
M9251,DX212,DX-13,DX-13.9
M9252,DX212,DX-13,DX-13.9
M9260,DX212,DX-13,DX-13.9
M9261,DX212,DX-13,DX-13.9
M9262,DX212,DX-13,DX-13.9
M9270,DX212,DX-13,DX-13.9
M9271,DX212,DX-13,DX-13.9
M9272,DX212,DX-13,DX-13.9
M928,DX212,DX-13,DX-13.9
M929,DX212,DX-13,DX-13.9
M93001,DX212,DX-13,DX-13.9
M93002,DX212,DX-13,DX-13.9
M93003,DX212,DX-13,DX-13.9
M93011,DX212,DX-13,DX-13.9
M93012,DX212,DX-13,DX-13.9
M93013,DX212,DX-13,DX-13.9
M93021,DX212,DX-13,DX-13.9
M93022,DX212,DX-13,DX-13.9
M93023,DX212,DX-13,DX-13.9
M93031,DX212,DX-13,DX-13.9
M93032,DX212,DX-13,DX-13.9
M93033,DX212,DX-13,DX-13.9
M931,DX212,DX-13,DX-13.9
M9320,DX212,DX-13,DX-13.9
M93211,DX212,DX-13,DX-13.9
M93212,DX212,DX-13,DX-13.9
M93219,DX212,DX-13,DX-13.9
M93221,DX212,DX-13,DX-13.9
M93222,DX212,DX-13,DX-13.9
M93229,DX212,DX-13,DX-13.9
M93231,DX212,DX-13,DX-13.9
M93232,DX212,DX-13,DX-13.9
M93239,DX212,DX-13,DX-13.9
M93241,DX212,DX-13,DX-13.9
M93242,DX212,DX-13,DX-13.9
M93249,DX212,DX-13,DX-13.9
M93251,DX212,DX-13,DX-13.9
M93252,DX212,DX-13,DX-13.9
M93259,DX212,DX-13,DX-13.9
M93261,DX212,DX-13,DX-13.9
M93262,DX212,DX-13,DX-13.9
M93269,DX212,DX-13,DX-13.9
M93271,DX212,DX-13,DX-13.9
M93272,DX212,DX-13,DX-13.9
M93279,DX212,DX-13,DX-13.9
M9328,DX212,DX-13,DX-13.9
M9329,DX212,DX-13,DX-13.9
M9380,DX212,DX-13,DX-13.9
M93811,DX212,DX-13,DX-13.9
M93812,DX212,DX-13,DX-13.9
M93819,DX212,DX-13,DX-13.9
M93821,DX212,DX-13,DX-13.9
M93822,DX212,DX-13,DX-13.9
M93829,DX212,DX-13,DX-13.9
M93831,DX212,DX-13,DX-13.9
M93832,DX212,DX-13,DX-13.9
M93839,DX212,DX-13,DX-13.9
M93841,DX212,DX-13,DX-13.9
M93842,DX212,DX-13,DX-13.9
M93849,DX212,DX-13,DX-13.9
M93851,DX212,DX-13,DX-13.9
M93852,DX212,DX-13,DX-13.9
M93859,DX212,DX-13,DX-13.9
M93861,DX212,DX-13,DX-13.9
M93862,DX212,DX-13,DX-13.9
M93869,DX212,DX-13,DX-13.9
M93871,DX212,DX-13,DX-13.9
M93872,DX212,DX-13,DX-13.9
M93879,DX212,DX-13,DX-13.9
M9388,DX212,DX-13,DX-13.9
M9389,DX212,DX-13,DX-13.9
M9390,DX212,DX-13,DX-13.9
M93911,DX212,DX-13,DX-13.9
M93912,DX212,DX-13,DX-13.9
M93919,DX212,DX-13,DX-13.9
M93921,DX212,DX-13,DX-13.9
M93922,DX212,DX-13,DX-13.9
M93929,DX212,DX-13,DX-13.9
M93931,DX212,DX-13,DX-13.9
M93932,DX212,DX-13,DX-13.9
M93939,DX212,DX-13,DX-13.9
M93941,DX212,DX-13,DX-13.9
M93942,DX212,DX-13,DX-13.9
M93949,DX212,DX-13,DX-13.9
M93951,DX212,DX-13,DX-13.9
M93952,DX212,DX-13,DX-13.9
M93959,DX212,DX-13,DX-13.9
M93961,DX212,DX-13,DX-13.9
M93962,DX212,DX-13,DX-13.9
M93969,DX212,DX-13,DX-13.9
M93971,DX212,DX-13,DX-13.9
M93972,DX212,DX-13,DX-13.9
M93979,DX212,DX-13,DX-13.9
M9398,DX212,DX-13,DX-13.9
M9399,DX212,DX-13,DX-13.9
M940,DX212,DX-13,DX-13.9
M941,DX212,DX-13,DX-13.9
M9420,DX212,DX-13,DX-13.9
M94211,DX212,DX-13,DX-13.9
M94212,DX212,DX-13,DX-13.9
M94219,DX212,DX-13,DX-13.9
M94221,DX212,DX-13,DX-13.9
M94222,DX212,DX-13,DX-13.9
M94229,DX212,DX-13,DX-13.9
M94231,DX212,DX-13,DX-13.9
M94232,DX212,DX-13,DX-13.9
M94239,DX212,DX-13,DX-13.9
M94241,DX212,DX-13,DX-13.9
M94242,DX212,DX-13,DX-13.9
M94249,DX212,DX-13,DX-13.9
M94251,DX212,DX-13,DX-13.9
M94252,DX212,DX-13,DX-13.9
M94259,DX212,DX-13,DX-13.9
M94261,DX212,DX-13,DX-13.9
M94262,DX212,DX-13,DX-13.9
M94269,DX212,DX-13,DX-13.9
M94271,DX212,DX-13,DX-13.9
M94272,DX212,DX-13,DX-13.9
M94279,DX212,DX-13,DX-13.9
M9428,DX212,DX-13,DX-13.9
M9429,DX212,DX-13,DX-13.9
M94351,DX212,DX-13,DX-13.9
M94352,DX212,DX-13,DX-13.9
M94359,DX212,DX-13,DX-13.9
M948X0,DX212,DX-13,DX-13.9
M948X1,DX212,DX-13,DX-13.9
M948X2,DX212,DX-13,DX-13.9
M948X3,DX212,DX-13,DX-13.9
M948X4,DX212,DX-13,DX-13.9
M948X5,DX212,DX-13,DX-13.9
M948X6,DX212,DX-13,DX-13.9
M948X7,DX212,DX-13,DX-13.9
M948X8,DX212,DX-13,DX-13.9
M948X9,DX212,DX-13,DX-13.9
M949,DX212,DX-13,DX-13.9
M9900,DX212,DX-13,DX-13.9
M9901,DX212,DX-13,DX-13.9
M9902,DX212,DX-13,DX-13.9
M9903,DX212,DX-13,DX-13.9
M9904,DX212,DX-13,DX-13.9
M9905,DX212,DX-13,DX-13.9
M9906,DX212,DX-13,DX-13.9
M9907,DX212,DX-13,DX-13.9
M9908,DX212,DX-13,DX-13.9
M9909,DX212,DX-13,DX-13.9
Z89011,DX212,DX-13,DX-13.9
Z89012,DX212,DX-13,DX-13.9
Z89019,DX212,DX-13,DX-13.9
Z89021,DX212,DX-13,DX-13.9
Z89022,DX212,DX-13,DX-13.9
Z89029,DX212,DX-13,DX-13.9
Z89111,DX212,DX-13,DX-13.9
Z89112,DX212,DX-13,DX-13.9
Z89119,DX212,DX-13,DX-13.9
Z89121,DX212,DX-13,DX-13.9
Z89122,DX212,DX-13,DX-13.9
Z89129,DX212,DX-13,DX-13.9
Z89201,DX212,DX-13,DX-13.9
Z89202,DX212,DX-13,DX-13.9
Z89209,DX212,DX-13,DX-13.9
Z89211,DX212,DX-13,DX-13.9
Z89212,DX212,DX-13,DX-13.9
Z89219,DX212,DX-13,DX-13.9
Z89221,DX212,DX-13,DX-13.9
Z89222,DX212,DX-13,DX-13.9
Z89229,DX212,DX-13,DX-13.9
Z89231,DX212,DX-13,DX-13.9
Z89232,DX212,DX-13,DX-13.9
Z89239,DX212,DX-13,DX-13.9
Z89411,DX212,DX-13,DX-13.9
Z89412,DX212,DX-13,DX-13.9
Z89419,DX212,DX-13,DX-13.9
Z89421,DX212,DX-13,DX-13.9
Z89422,DX212,DX-13,DX-13.9
Z89429,DX212,DX-13,DX-13.9
Z89431,DX212,DX-13,DX-13.9
Z89432,DX212,DX-13,DX-13.9
Z89439,DX212,DX-13,DX-13.9
Z89441,DX212,DX-13,DX-13.9
Z89442,DX212,DX-13,DX-13.9
Z89449,DX212,DX-13,DX-13.9
Z89511,DX212,DX-13,DX-13.9
Z89512,DX212,DX-13,DX-13.9
Z89519,DX212,DX-13,DX-13.9
Z89521,DX212,DX-13,DX-13.9
Z89522,DX212,DX-13,DX-13.9
Z89529,DX212,DX-13,DX-13.9
Z89611,DX212,DX-13,DX-13.9
Z89612,DX212,DX-13,DX-13.9
Z89619,DX212,DX-13,DX-13.9
Z89621,DX212,DX-13,DX-13.9
Z89622,DX212,DX-13,DX-13.9
Z89629,DX212,DX-13,DX-13.9
Z899,DX212,DX-13,DX-13.9
Z946,DX212,DX-13,DX-13.9
P293,DX213,DX-14,DX-14.1
P2930,DX213,DX-14,DX-14.1
P2938,DX213,DX-14,DX-14.1
Q200,DX213,DX-14,DX-14.1
Q201,DX213,DX-14,DX-14.1
Q202,DX213,DX-14,DX-14.1
Q203,DX213,DX-14,DX-14.1
Q204,DX213,DX-14,DX-14.1
Q205,DX213,DX-14,DX-14.1
Q206,DX213,DX-14,DX-14.1
Q208,DX213,DX-14,DX-14.1
Q209,DX213,DX-14,DX-14.1
Q210,DX213,DX-14,DX-14.1
Q211,DX213,DX-14,DX-14.1
Q212,DX213,DX-14,DX-14.1
Q213,DX213,DX-14,DX-14.1
Q214,DX213,DX-14,DX-14.1
Q218,DX213,DX-14,DX-14.1
Q219,DX213,DX-14,DX-14.1
Q220,DX213,DX-14,DX-14.1
Q221,DX213,DX-14,DX-14.1
Q222,DX213,DX-14,DX-14.1
Q223,DX213,DX-14,DX-14.1
Q224,DX213,DX-14,DX-14.1
Q225,DX213,DX-14,DX-14.1
Q226,DX213,DX-14,DX-14.1
Q228,DX213,DX-14,DX-14.1
Q229,DX213,DX-14,DX-14.1
Q230,DX213,DX-14,DX-14.1
Q231,DX213,DX-14,DX-14.1
Q232,DX213,DX-14,DX-14.1
Q233,DX213,DX-14,DX-14.1
Q234,DX213,DX-14,DX-14.1
Q238,DX213,DX-14,DX-14.1
Q239,DX213,DX-14,DX-14.1
Q240,DX213,DX-14,DX-14.1
Q241,DX213,DX-14,DX-14.1
Q242,DX213,DX-14,DX-14.1
Q243,DX213,DX-14,DX-14.1
Q244,DX213,DX-14,DX-14.1
Q245,DX213,DX-14,DX-14.1
Q246,DX213,DX-14,DX-14.1
Q248,DX213,DX-14,DX-14.1
Q249,DX213,DX-14,DX-14.1
Q250,DX213,DX-14,DX-14.1
Q251,DX213,DX-14,DX-14.1
Q252,DX213,DX-14,DX-14.1
Q2521,DX213,DX-14,DX-14.1
Q2529,DX213,DX-14,DX-14.1
Q253,DX213,DX-14,DX-14.1
Q254,DX213,DX-14,DX-14.1
Q2540,DX213,DX-14,DX-14.1
Q2541,DX213,DX-14,DX-14.1
Q2542,DX213,DX-14,DX-14.1
Q2543,DX213,DX-14,DX-14.1
Q2544,DX213,DX-14,DX-14.1
Q2545,DX213,DX-14,DX-14.1
Q2546,DX213,DX-14,DX-14.1
Q2547,DX213,DX-14,DX-14.1
Q2548,DX213,DX-14,DX-14.1
Q2549,DX213,DX-14,DX-14.1
Q255,DX213,DX-14,DX-14.1
Q256,DX213,DX-14,DX-14.1
Q2571,DX213,DX-14,DX-14.1
Q2572,DX213,DX-14,DX-14.1
Q2579,DX213,DX-14,DX-14.1
Q258,DX213,DX-14,DX-14.1
Q259,DX213,DX-14,DX-14.1
Q260,DX213,DX-14,DX-14.1
Q261,DX213,DX-14,DX-14.1
Q262,DX213,DX-14,DX-14.1
Q263,DX213,DX-14,DX-14.1
Q264,DX213,DX-14,DX-14.1
Q265,DX213,DX-14,DX-14.1
Q266,DX213,DX-14,DX-14.1
Q268,DX213,DX-14,DX-14.1
Q269,DX213,DX-14,DX-14.1
Q270,DX213,DX-14,DX-14.1
Q271,DX213,DX-14,DX-14.1
Q272,DX213,DX-14,DX-14.1
Q2730,DX213,DX-14,DX-14.1
Q2731,DX213,DX-14,DX-14.1
Q2732,DX213,DX-14,DX-14.1
Q2733,DX213,DX-14,DX-14.1
Q2734,DX213,DX-14,DX-14.1
Q2739,DX213,DX-14,DX-14.1
Q274,DX213,DX-14,DX-14.1
Q278,DX213,DX-14,DX-14.1
Q279,DX213,DX-14,DX-14.1
Q280,DX213,DX-14,DX-14.1
Q281,DX213,DX-14,DX-14.1
Q282,DX213,DX-14,DX-14.1
Q283,DX213,DX-14,DX-14.1
Q288,DX213,DX-14,DX-14.1
Q289,DX213,DX-14,DX-14.1
Z8774,DX213,DX-14,DX-14.1
Q380,DX214,DX-14,DX-14.2
Q381,DX214,DX-14,DX-14.2
Q382,DX214,DX-14,DX-14.2
Q383,DX214,DX-14,DX-14.2
Q384,DX214,DX-14,DX-14.2
Q385,DX214,DX-14,DX-14.2
Q386,DX214,DX-14,DX-14.2
Q387,DX214,DX-14,DX-14.2
Q388,DX214,DX-14,DX-14.2
Q390,DX214,DX-14,DX-14.2
Q391,DX214,DX-14,DX-14.2
Q392,DX214,DX-14,DX-14.2
Q393,DX214,DX-14,DX-14.2
Q394,DX214,DX-14,DX-14.2
Q395,DX214,DX-14,DX-14.2
Q396,DX214,DX-14,DX-14.2
Q398,DX214,DX-14,DX-14.2
Q399,DX214,DX-14,DX-14.2
Q400,DX214,DX-14,DX-14.2
Q401,DX214,DX-14,DX-14.2
Q402,DX214,DX-14,DX-14.2
Q403,DX214,DX-14,DX-14.2
Q408,DX214,DX-14,DX-14.2
Q409,DX214,DX-14,DX-14.2
Q410,DX214,DX-14,DX-14.2
Q411,DX214,DX-14,DX-14.2
Q412,DX214,DX-14,DX-14.2
Q418,DX214,DX-14,DX-14.2
Q419,DX214,DX-14,DX-14.2
Q420,DX214,DX-14,DX-14.2
Q421,DX214,DX-14,DX-14.2
Q422,DX214,DX-14,DX-14.2
Q423,DX214,DX-14,DX-14.2
Q428,DX214,DX-14,DX-14.2
Q429,DX214,DX-14,DX-14.2
Q430,DX214,DX-14,DX-14.2
Q431,DX214,DX-14,DX-14.2
Q432,DX214,DX-14,DX-14.2
Q433,DX214,DX-14,DX-14.2
Q434,DX214,DX-14,DX-14.2
Q435,DX214,DX-14,DX-14.2
Q436,DX214,DX-14,DX-14.2
Q437,DX214,DX-14,DX-14.2
Q438,DX214,DX-14,DX-14.2
Q439,DX214,DX-14,DX-14.2
Q440,DX214,DX-14,DX-14.2
Q441,DX214,DX-14,DX-14.2
Q442,DX214,DX-14,DX-14.2
Q443,DX214,DX-14,DX-14.2
Q444,DX214,DX-14,DX-14.2
Q445,DX214,DX-14,DX-14.2
Q446,DX214,DX-14,DX-14.2
Q447,DX214,DX-14,DX-14.2
Q450,DX214,DX-14,DX-14.2
Q451,DX214,DX-14,DX-14.2
Q452,DX214,DX-14,DX-14.2
Q453,DX214,DX-14,DX-14.2
Q458,DX214,DX-14,DX-14.2
Q459,DX214,DX-14,DX-14.2
Z87738,DX214,DX-14,DX-14.2
Q5001,DX215,DX-14,DX-14.3
Q5002,DX215,DX-14,DX-14.3
Q501,DX215,DX-14,DX-14.3
Q502,DX215,DX-14,DX-14.3
Q5031,DX215,DX-14,DX-14.3
Q5032,DX215,DX-14,DX-14.3
Q5039,DX215,DX-14,DX-14.3
Q504,DX215,DX-14,DX-14.3
Q505,DX215,DX-14,DX-14.3
Q506,DX215,DX-14,DX-14.3
Q510,DX215,DX-14,DX-14.3
Q5110,DX215,DX-14,DX-14.3
Q5111,DX215,DX-14,DX-14.3
Q512,DX215,DX-14,DX-14.3
Q5120,DX215,DX-14,DX-14.3
Q5121,DX215,DX-14,DX-14.3
Q5122,DX215,DX-14,DX-14.3
Q5128,DX215,DX-14,DX-14.3
Q513,DX215,DX-14,DX-14.3
Q514,DX215,DX-14,DX-14.3
Q515,DX215,DX-14,DX-14.3
Q516,DX215,DX-14,DX-14.3
Q517,DX215,DX-14,DX-14.3
Q51810,DX215,DX-14,DX-14.3
Q51811,DX215,DX-14,DX-14.3
Q51818,DX215,DX-14,DX-14.3
Q51820,DX215,DX-14,DX-14.3
Q51821,DX215,DX-14,DX-14.3
