I9_DX,CCS,CCS_lvl1,CCS_lvl2,CCS_lvl3,CCS_lvl4
V5883,DX257,DX-17,DX-17.2,DX-17.2.4,NA
V5889,DX257,DX-17,DX-17.2,DX-17.2.4,NA
V589,DX257,DX-17,DX-17.2,DX-17.2.4,NA
V660,DX257,DX-17,DX-17.2,DX-17.2.4,NA
V665,DX257,DX-17,DX-17.2,DX-17.2.4,NA
V666,DX257,DX-17,DX-17.2,DX-17.2.4,NA
V667,DX257,DX-17,DX-17.2,DX-17.2.4,NA
V669,DX257,DX-17,DX-17.2,DX-17.2.4,NA
V670,DX257,DX-17,DX-17.2,DX-17.2.4,NA
V6700,DX257,DX-17,DX-17.2,DX-17.2.4,NA
V6701,DX257,DX-17,DX-17.2,DX-17.2.4,NA
V6709,DX257,DX-17,DX-17.2,DX-17.2.4,NA
V6751,DX257,DX-17,DX-17.2,DX-17.2.4,NA
V6759,DX257,DX-17,DX-17.2,DX-17.2.4,NA
V676,DX257,DX-17,DX-17.2,DX-17.2.4,NA
V679,DX257,DX-17,DX-17.2,DX-17.2.4,NA
7929,DX258,DX-17,DX-17.2,DX-17.2.5,NA
79500,DX258,DX-17,DX-17.2,DX-17.2.5,NA
79507,DX258,DX-17,DX-17.2,DX-17.2.5,NA
79508,DX258,DX-17,DX-17.2,DX-17.2.5,NA
79518,DX258,DX-17,DX-17.2,DX-17.2.5,NA
7954,DX258,DX-17,DX-17.2,DX-17.2.5,NA
79677,DX258,DX-17,DX-17.2,DX-17.2.5,NA
79678,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V280,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V281,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V282,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V283,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V284,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V285,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V288,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V2881,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V2882,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V2889,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V289,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V715,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7181,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7189,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7240,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7241,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V760,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V761,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7610,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7611,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7612,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7619,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V762,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V763,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7641,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7642,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7643,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7644,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7645,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7646,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7647,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7649,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7650,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7651,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7652,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V768,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7681,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7689,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V769,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V770,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V771,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V772,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V773,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V774,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V775,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V776,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V777,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V778,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V779,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7791,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V7799,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V780,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V781,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V782,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V783,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V788,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V789,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V800,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V8001,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V8009,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V801,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V802,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V803,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V810,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V811,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V812,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V813,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V814,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V815,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V816,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V820,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V821,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V822,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V823,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V824,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V825,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V826,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V8271,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V8279,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V828,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V8281,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V8289,DX258,DX-17,DX-17.2,DX-17.2.5,NA
V829,DX258,DX-17,DX-17.2,DX-17.2.5,NA
3020,DX259,DX-18,NA,NA,NA
32700,DX259,DX-18,NA,NA,NA
32701,DX259,DX-18,NA,NA,NA
32709,DX259,DX-18,NA,NA,NA
32710,DX259,DX-18,NA,NA,NA
32711,DX259,DX-18,NA,NA,NA
32712,DX259,DX-18,NA,NA,NA
32713,DX259,DX-18,NA,NA,NA
32714,DX259,DX-18,NA,NA,NA
32719,DX259,DX-18,NA,NA,NA
32720,DX259,DX-18,NA,NA,NA
32721,DX259,DX-18,NA,NA,NA
32722,DX259,DX-18,NA,NA,NA
32723,DX259,DX-18,NA,NA,NA
32724,DX259,DX-18,NA,NA,NA
32725,DX259,DX-18,NA,NA,NA
32726,DX259,DX-18,NA,NA,NA
32727,DX259,DX-18,NA,NA,NA
32729,DX259,DX-18,NA,NA,NA
32740,DX259,DX-18,NA,NA,NA
32741,DX259,DX-18,NA,NA,NA
32742,DX259,DX-18,NA,NA,NA
32743,DX259,DX-18,NA,NA,NA
32744,DX259,DX-18,NA,NA,NA
32749,DX259,DX-18,NA,NA,NA
32751,DX259,DX-18,NA,NA,NA
32759,DX259,DX-18,NA,NA,NA
3278,DX259,DX-18,NA,NA,NA
78002,DX259,DX-18,NA,NA,NA
7801,DX259,DX-18,NA,NA,NA
78050,DX259,DX-18,NA,NA,NA
78051,DX259,DX-18,NA,NA,NA
78052,DX259,DX-18,NA,NA,NA
78053,DX259,DX-18,NA,NA,NA
78054,DX259,DX-18,NA,NA,NA
78055,DX259,DX-18,NA,NA,NA
78056,DX259,DX-18,NA,NA,NA
78057,DX259,DX-18,NA,NA,NA
78058,DX259,DX-18,NA,NA,NA
78059,DX259,DX-18,NA,NA,NA
78064,DX259,DX-18,NA,NA,NA
78065,DX259,DX-18,NA,NA,NA
7809,DX259,DX-18,NA,NA,NA
78093,DX259,DX-18,NA,NA,NA
78094,DX259,DX-18,NA,NA,NA
78095,DX259,DX-18,NA,NA,NA
78096,DX259,DX-18,NA,NA,NA
78097,DX259,DX-18,NA,NA,NA
78099,DX259,DX-18,NA,NA,NA
7815,DX259,DX-18,NA,NA,NA
7816,DX259,DX-18,NA,NA,NA
7823,DX259,DX-18,NA,NA,NA
78261,DX259,DX-18,NA,NA,NA
78262,DX259,DX-18,NA,NA,NA
7828,DX259,DX-18,NA,NA,NA
7829,DX259,DX-18,NA,NA,NA
7830,DX259,DX-18,NA,NA,NA
7836,DX259,DX-18,NA,NA,NA
7842,DX259,DX-18,NA,NA,NA
7901,DX259,DX-18,NA,NA,NA
7906,DX259,DX-18,NA,NA,NA
7909,DX259,DX-18,NA,NA,NA
79091,DX259,DX-18,NA,NA,NA
79092,DX259,DX-18,NA,NA,NA
79093,DX259,DX-18,NA,NA,NA
79094,DX259,DX-18,NA,NA,NA
79095,DX259,DX-18,NA,NA,NA
79099,DX259,DX-18,NA,NA,NA
7932,DX259,DX-18,NA,NA,NA
7939,DX259,DX-18,NA,NA,NA
79399,DX259,DX-18,NA,NA,NA
7949,DX259,DX-18,NA,NA,NA
79581,DX259,DX-18,NA,NA,NA
79582,DX259,DX-18,NA,NA,NA
79589,DX259,DX-18,NA,NA,NA
7963,DX259,DX-18,NA,NA,NA
7964,DX259,DX-18,NA,NA,NA
7965,DX259,DX-18,NA,NA,NA
7966,DX259,DX-18,NA,NA,NA
7969,DX259,DX-18,NA,NA,NA
7980,DX259,DX-18,NA,NA,NA
7981,DX259,DX-18,NA,NA,NA
7982,DX259,DX-18,NA,NA,NA
7989,DX259,DX-18,NA,NA,NA
7992,DX259,DX-18,NA,NA,NA
79921,DX259,DX-18,NA,NA,NA
79922,DX259,DX-18,NA,NA,NA
79923,DX259,DX-18,NA,NA,NA
79924,DX259,DX-18,NA,NA,NA
79925,DX259,DX-18,NA,NA,NA
79929,DX259,DX-18,NA,NA,NA
7993,DX259,DX-18,NA,NA,NA
7998,DX259,DX-18,NA,NA,NA
79981,DX259,DX-18,NA,NA,NA
79982,DX259,DX-18,NA,NA,NA
79989,DX259,DX-18,NA,NA,NA
7999,DX259,DX-18,NA,NA,NA
V070,DX259,DX-18,NA,NA,NA
V072,DX259,DX-18,NA,NA,NA
V073,DX259,DX-18,NA,NA,NA
V0731,DX259,DX-18,NA,NA,NA
V0739,DX259,DX-18,NA,NA,NA
V0751,DX259,DX-18,NA,NA,NA
V0752,DX259,DX-18,NA,NA,NA
V0759,DX259,DX-18,NA,NA,NA
V078,DX259,DX-18,NA,NA,NA
V079,DX259,DX-18,NA,NA,NA
V131,DX259,DX-18,NA,NA,NA
V138,DX259,DX-18,NA,NA,NA
V1389,DX259,DX-18,NA,NA,NA
V139,DX259,DX-18,NA,NA,NA
V152,DX259,DX-18,NA,NA,NA
V1521,DX259,DX-18,NA,NA,NA
V1522,DX259,DX-18,NA,NA,NA
V1529,DX259,DX-18,NA,NA,NA
V153,DX259,DX-18,NA,NA,NA
V1581,DX259,DX-18,NA,NA,NA
V1584,DX259,DX-18,NA,NA,NA
V1585,DX259,DX-18,NA,NA,NA
V1586,DX259,DX-18,NA,NA,NA
V1587,DX259,DX-18,NA,NA,NA
V1589,DX259,DX-18,NA,NA,NA
V159,DX259,DX-18,NA,NA,NA
V160,DX259,DX-18,NA,NA,NA
V161,DX259,DX-18,NA,NA,NA
V162,DX259,DX-18,NA,NA,NA
V163,DX259,DX-18,NA,NA,NA
V164,DX259,DX-18,NA,NA,NA
V1640,DX259,DX-18,NA,NA,NA
V1641,DX259,DX-18,NA,NA,NA
V1642,DX259,DX-18,NA,NA,NA
V1643,DX259,DX-18,NA,NA,NA
V1649,DX259,DX-18,NA,NA,NA
V165,DX259,DX-18,NA,NA,NA
V1651,DX259,DX-18,NA,NA,NA
V1652,DX259,DX-18,NA,NA,NA
V1659,DX259,DX-18,NA,NA,NA
V166,DX259,DX-18,NA,NA,NA
V167,DX259,DX-18,NA,NA,NA
V168,DX259,DX-18,NA,NA,NA
V169,DX259,DX-18,NA,NA,NA
V170,DX259,DX-18,NA,NA,NA
V171,DX259,DX-18,NA,NA,NA
V172,DX259,DX-18,NA,NA,NA
V173,DX259,DX-18,NA,NA,NA
V174,DX259,DX-18,NA,NA,NA
V1741,DX259,DX-18,NA,NA,NA
V1749,DX259,DX-18,NA,NA,NA
V175,DX259,DX-18,NA,NA,NA
V176,DX259,DX-18,NA,NA,NA
V177,DX259,DX-18,NA,NA,NA
V178,DX259,DX-18,NA,NA,NA
V1781,DX259,DX-18,NA,NA,NA
V1789,DX259,DX-18,NA,NA,NA
V180,DX259,DX-18,NA,NA,NA
V181,DX259,DX-18,NA,NA,NA
V1811,DX259,DX-18,NA,NA,NA
V1819,DX259,DX-18,NA,NA,NA
V182,DX259,DX-18,NA,NA,NA
V183,DX259,DX-18,NA,NA,NA
V184,DX259,DX-18,NA,NA,NA
V185,DX259,DX-18,NA,NA,NA
V1851,DX259,DX-18,NA,NA,NA
V1859,DX259,DX-18,NA,NA,NA
V186,DX259,DX-18,NA,NA,NA
V1861,DX259,DX-18,NA,NA,NA
V1869,DX259,DX-18,NA,NA,NA
V187,DX259,DX-18,NA,NA,NA
V188,DX259,DX-18,NA,NA,NA
V189,DX259,DX-18,NA,NA,NA
V190,DX259,DX-18,NA,NA,NA
V191,DX259,DX-18,NA,NA,NA
V1911,DX259,DX-18,NA,NA,NA
V1919,DX259,DX-18,NA,NA,NA
V192,DX259,DX-18,NA,NA,NA
V193,DX259,DX-18,NA,NA,NA
V194,DX259,DX-18,NA,NA,NA
V195,DX259,DX-18,NA,NA,NA
V196,DX259,DX-18,NA,NA,NA
V197,DX259,DX-18,NA,NA,NA
V198,DX259,DX-18,NA,NA,NA
V210,DX259,DX-18,NA,NA,NA
V211,DX259,DX-18,NA,NA,NA
V212,DX259,DX-18,NA,NA,NA
V218,DX259,DX-18,NA,NA,NA
V219,DX259,DX-18,NA,NA,NA
V418,DX259,DX-18,NA,NA,NA
V419,DX259,DX-18,NA,NA,NA
V428,DX259,DX-18,NA,NA,NA
V4281,DX259,DX-18,NA,NA,NA
V4282,DX259,DX-18,NA,NA,NA
V4283,DX259,DX-18,NA,NA,NA
V4284,DX259,DX-18,NA,NA,NA
V4289,DX259,DX-18,NA,NA,NA
V429,DX259,DX-18,NA,NA,NA
V438,DX259,DX-18,NA,NA,NA
V4381,DX259,DX-18,NA,NA,NA
V4382,DX259,DX-18,NA,NA,NA
V4383,DX259,DX-18,NA,NA,NA
V4389,DX259,DX-18,NA,NA,NA
V447,DX259,DX-18,NA,NA,NA
V448,DX259,DX-18,NA,NA,NA
V449,DX259,DX-18,NA,NA,NA
V4571,DX259,DX-18,NA,NA,NA
V4572,DX259,DX-18,NA,NA,NA
V4573,DX259,DX-18,NA,NA,NA
V4574,DX259,DX-18,NA,NA,NA
V4575,DX259,DX-18,NA,NA,NA
V4576,DX259,DX-18,NA,NA,NA
V4577,DX259,DX-18,NA,NA,NA
V4578,DX259,DX-18,NA,NA,NA
V4579,DX259,DX-18,NA,NA,NA
V4583,DX259,DX-18,NA,NA,NA
V4584,DX259,DX-18,NA,NA,NA
V4586,DX259,DX-18,NA,NA,NA
V4587,DX259,DX-18,NA,NA,NA
V4588,DX259,DX-18,NA,NA,NA
V4589,DX259,DX-18,NA,NA,NA
V460,DX259,DX-18,NA,NA,NA
V463,DX259,DX-18,NA,NA,NA
V468,DX259,DX-18,NA,NA,NA
V469,DX259,DX-18,NA,NA,NA
V470,DX259,DX-18,NA,NA,NA
V471,DX259,DX-18,NA,NA,NA
V472,DX259,DX-18,NA,NA,NA
V479,DX259,DX-18,NA,NA,NA
V480,DX259,DX-18,NA,NA,NA
V488,DX259,DX-18,NA,NA,NA
V489,DX259,DX-18,NA,NA,NA
V498,DX259,DX-18,NA,NA,NA
V4981,DX259,DX-18,NA,NA,NA
V4982,DX259,DX-18,NA,NA,NA
V4983,DX259,DX-18,NA,NA,NA
V4984,DX259,DX-18,NA,NA,NA
V4986,DX259,DX-18,NA,NA,NA
V4987,DX259,DX-18,NA,NA,NA
V4989,DX259,DX-18,NA,NA,NA
V499,DX259,DX-18,NA,NA,NA
V500,DX259,DX-18,NA,NA,NA
V501,DX259,DX-18,NA,NA,NA
V503,DX259,DX-18,NA,NA,NA
V5041,DX259,DX-18,NA,NA,NA
V5042,DX259,DX-18,NA,NA,NA
V5049,DX259,DX-18,NA,NA,NA
V508,DX259,DX-18,NA,NA,NA
V509,DX259,DX-18,NA,NA,NA
V590,DX259,DX-18,NA,NA,NA
V5901,DX259,DX-18,NA,NA,NA
V5902,DX259,DX-18,NA,NA,NA
V5909,DX259,DX-18,NA,NA,NA
V591,DX259,DX-18,NA,NA,NA
V592,DX259,DX-18,NA,NA,NA
V593,DX259,DX-18,NA,NA,NA
V594,DX259,DX-18,NA,NA,NA
V595,DX259,DX-18,NA,NA,NA
V596,DX259,DX-18,NA,NA,NA
V5970,DX259,DX-18,NA,NA,NA
V5971,DX259,DX-18,NA,NA,NA
V5972,DX259,DX-18,NA,NA,NA
V5973,DX259,DX-18,NA,NA,NA
V5974,DX259,DX-18,NA,NA,NA
V598,DX259,DX-18,NA,NA,NA
V599,DX259,DX-18,NA,NA,NA
V640,DX259,DX-18,NA,NA,NA
V6400,DX259,DX-18,NA,NA,NA
V6401,DX259,DX-18,NA,NA,NA
V6402,DX259,DX-18,NA,NA,NA
V6403,DX259,DX-18,NA,NA,NA
V6404,DX259,DX-18,NA,NA,NA
V6405,DX259,DX-18,NA,NA,NA
V6406,DX259,DX-18,NA,NA,NA
V6407,DX259,DX-18,NA,NA,NA
V6408,DX259,DX-18,NA,NA,NA
V6409,DX259,DX-18,NA,NA,NA
V641,DX259,DX-18,NA,NA,NA
V642,DX259,DX-18,NA,NA,NA
V643,DX259,DX-18,NA,NA,NA
V644,DX259,DX-18,NA,NA,NA
V6441,DX259,DX-18,NA,NA,NA
V6442,DX259,DX-18,NA,NA,NA
V6443,DX259,DX-18,NA,NA,NA
V690,DX259,DX-18,NA,NA,NA
V691,DX259,DX-18,NA,NA,NA
V692,DX259,DX-18,NA,NA,NA
V693,DX259,DX-18,NA,NA,NA
V694,DX259,DX-18,NA,NA,NA
V695,DX259,DX-18,NA,NA,NA
V698,DX259,DX-18,NA,NA,NA
V699,DX259,DX-18,NA,NA,NA
V8301,DX259,DX-18,NA,NA,NA
V8302,DX259,DX-18,NA,NA,NA
V8381,DX259,DX-18,NA,NA,NA
V8389,DX259,DX-18,NA,NA,NA
V8401,DX259,DX-18,NA,NA,NA
V8402,DX259,DX-18,NA,NA,NA
V8403,DX259,DX-18,NA,NA,NA
V8404,DX259,DX-18,NA,NA,NA
V8409,DX259,DX-18,NA,NA,NA
V848,DX259,DX-18,NA,NA,NA
V8481,DX259,DX-18,NA,NA,NA
V8489,DX259,DX-18,NA,NA,NA
V851,DX259,DX-18,NA,NA,NA
V8552,DX259,DX-18,NA,NA,NA
V860,DX259,DX-18,NA,NA,NA
V861,DX259,DX-18,NA,NA,NA
V8701,DX259,DX-18,NA,NA,NA
V8702,DX259,DX-18,NA,NA,NA
V8709,DX259,DX-18,NA,NA,NA
V8711,DX259,DX-18,NA,NA,NA
V8712,DX259,DX-18,NA,NA,NA
V8719,DX259,DX-18,NA,NA,NA
V872,DX259,DX-18,NA,NA,NA
V8731,DX259,DX-18,NA,NA,NA
V8732,DX259,DX-18,NA,NA,NA
V8739,DX259,DX-18,NA,NA,NA
V8741,DX259,DX-18,NA,NA,NA
V8742,DX259,DX-18,NA,NA,NA
V8743,DX259,DX-18,NA,NA,NA
V8744,DX259,DX-18,NA,NA,NA
V8745,DX259,DX-18,NA,NA,NA
V8746,DX259,DX-18,NA,NA,NA
V8749,DX259,DX-18,NA,NA,NA
V8801,DX259,DX-18,NA,NA,NA
V8802,DX259,DX-18,NA,NA,NA
V8803,DX259,DX-18,NA,NA,NA
V8811,DX259,DX-18,NA,NA,NA
V8812,DX259,DX-18,NA,NA,NA
V8901,DX259,DX-18,NA,NA,NA
V8902,DX259,DX-18,NA,NA,NA
V8903,DX259,DX-18,NA,NA,NA
V8904,DX259,DX-18,NA,NA,NA
V8905,DX259,DX-18,NA,NA,NA
V8909,DX259,DX-18,NA,NA,NA
3090,DX650,DX-5,DX-5.1,NA,NA
3091,DX650,DX-5,DX-5.1,NA,NA
30922,DX650,DX-5,DX-5.1,NA,NA
30923,DX650,DX-5,DX-5.1,NA,NA
30924,DX650,DX-5,DX-5.1,NA,NA
30928,DX650,DX-5,DX-5.1,NA,NA
30929,DX650,DX-5,DX-5.1,NA,NA
3093,DX650,DX-5,DX-5.1,NA,NA
3094,DX650,DX-5,DX-5.1,NA,NA
30982,DX650,DX-5,DX-5.1,NA,NA
30983,DX650,DX-5,DX-5.1,NA,NA
30989,DX650,DX-5,DX-5.1,NA,NA
3099,DX650,DX-5,DX-5.1,NA,NA
29384,DX651,DX-5,DX-5.2,NA,NA
30000,DX651,DX-5,DX-5.2,NA,NA
30001,DX651,DX-5,DX-5.2,NA,NA
30002,DX651,DX-5,DX-5.2,NA,NA
30009,DX651,DX-5,DX-5.2,NA,NA
30010,DX651,DX-5,DX-5.2,NA,NA
30020,DX651,DX-5,DX-5.2,NA,NA
30021,DX651,DX-5,DX-5.2,NA,NA
30022,DX651,DX-5,DX-5.2,NA,NA
30023,DX651,DX-5,DX-5.2,NA,NA
30029,DX651,DX-5,DX-5.2,NA,NA
3003,DX651,DX-5,DX-5.2,NA,NA
3005,DX651,DX-5,DX-5.2,NA,NA
30089,DX651,DX-5,DX-5.2,NA,NA
3009,DX651,DX-5,DX-5.2,NA,NA
3080,DX651,DX-5,DX-5.2,NA,NA
3081,DX651,DX-5,DX-5.2,NA,NA
3082,DX651,DX-5,DX-5.2,NA,NA
3083,DX651,DX-5,DX-5.2,NA,NA
3084,DX651,DX-5,DX-5.2,NA,NA
3089,DX651,DX-5,DX-5.2,NA,NA
30981,DX651,DX-5,DX-5.2,NA,NA
3130,DX651,DX-5,DX-5.2,NA,NA
3131,DX651,DX-5,DX-5.2,NA,NA
31321,DX651,DX-5,DX-5.2,NA,NA
31322,DX651,DX-5,DX-5.2,NA,NA
3133,DX651,DX-5,DX-5.2,NA,NA
31382,DX651,DX-5,DX-5.2,NA,NA
31383,DX651,DX-5,DX-5.2,NA,NA
31200,DX652,DX-5,DX-5.3,DX-5.3.1,NA
31201,DX652,DX-5,DX-5.3,DX-5.3.1,NA
31202,DX652,DX-5,DX-5.3,DX-5.3.1,NA
31203,DX652,DX-5,DX-5.3,DX-5.3.1,NA
31210,DX652,DX-5,DX-5.3,DX-5.3.1,NA
31211,DX652,DX-5,DX-5.3,DX-5.3.1,NA
31212,DX652,DX-5,DX-5.3,DX-5.3.1,NA
31213,DX652,DX-5,DX-5.3,DX-5.3.1,NA
31220,DX652,DX-5,DX-5.3,DX-5.3.1,NA
31221,DX652,DX-5,DX-5.3,DX-5.3.1,NA
31222,DX652,DX-5,DX-5.3,DX-5.3.1,NA
31223,DX652,DX-5,DX-5.3,DX-5.3.1,NA
3124,DX652,DX-5,DX-5.3,DX-5.3.1,NA
3128,DX652,DX-5,DX-5.3,DX-5.3.1,NA
31281,DX652,DX-5,DX-5.3,DX-5.3.1,NA
31282,DX652,DX-5,DX-5.3,DX-5.3.1,NA
31289,DX652,DX-5,DX-5.3,DX-5.3.1,NA
3129,DX652,DX-5,DX-5.3,DX-5.3.1,NA
31381,DX652,DX-5,DX-5.3,DX-5.3.2,NA
31400,DX652,DX-5,DX-5.3,DX-5.3.3,NA
31401,DX652,DX-5,DX-5.3,DX-5.3.3,NA
3141,DX652,DX-5,DX-5.3,DX-5.3.3,NA
3142,DX652,DX-5,DX-5.3,DX-5.3.3,NA
3148,DX652,DX-5,DX-5.3,DX-5.3.3,NA
3149,DX652,DX-5,DX-5.3,DX-5.3.3,NA
2900,DX653,DX-5,DX-5.4,NA,NA
29010,DX653,DX-5,DX-5.4,NA,NA
29011,DX653,DX-5,DX-5.4,NA,NA
29012,DX653,DX-5,DX-5.4,NA,NA
29013,DX653,DX-5,DX-5.4,NA,NA
29020,DX653,DX-5,DX-5.4,NA,NA
29021,DX653,DX-5,DX-5.4,NA,NA
2903,DX653,DX-5,DX-5.4,NA,NA
29040,DX653,DX-5,DX-5.4,NA,NA
29041,DX653,DX-5,DX-5.4,NA,NA
29042,DX653,DX-5,DX-5.4,NA,NA
29043,DX653,DX-5,DX-5.4,NA,NA
2908,DX653,DX-5,DX-5.4,NA,NA
2909,DX653,DX-5,DX-5.4,NA,NA
2930,DX653,DX-5,DX-5.4,NA,NA
2931,DX653,DX-5,DX-5.4,NA,NA
2940,DX653,DX-5,DX-5.4,NA,NA
2941,DX653,DX-5,DX-5.4,NA,NA
29410,DX653,DX-5,DX-5.4,NA,NA
29411,DX653,DX-5,DX-5.4,NA,NA
29420,DX653,DX-5,DX-5.4,NA,NA
29421,DX653,DX-5,DX-5.4,NA,NA
2948,DX653,DX-5,DX-5.4,NA,NA
2949,DX653,DX-5,DX-5.4,NA,NA
3100,DX653,DX-5,DX-5.4,NA,NA
3102,DX653,DX-5,DX-5.4,NA,NA
3108,DX653,DX-5,DX-5.4,NA,NA
31081,DX653,DX-5,DX-5.4,NA,NA
31089,DX653,DX-5,DX-5.4,NA,NA
3109,DX653,DX-5,DX-5.4,NA,NA
3310,DX653,DX-5,DX-5.4,NA,NA
3311,DX653,DX-5,DX-5.4,NA,NA
33111,DX653,DX-5,DX-5.4,NA,NA
33119,DX653,DX-5,DX-5.4,NA,NA
3312,DX653,DX-5,DX-5.4,NA,NA
33182,DX653,DX-5,DX-5.4,NA,NA
797,DX653,DX-5,DX-5.4,NA,NA
3070,DX654,DX-5,DX-5.5,DX-5.5.1,NA
3079,DX654,DX-5,DX-5.5,DX-5.5.1,NA
31500,DX654,DX-5,DX-5.5,DX-5.5.4,NA
31501,DX654,DX-5,DX-5.5,DX-5.5.2,NA
31502,DX654,DX-5,DX-5.5,DX-5.5.2,NA
31509,DX654,DX-5,DX-5.5,DX-5.5.2,NA
3151,DX654,DX-5,DX-5.5,DX-5.5.4,NA
3152,DX654,DX-5,DX-5.5,DX-5.5.4,NA
31531,DX654,DX-5,DX-5.5,DX-5.5.1,NA
31532,DX654,DX-5,DX-5.5,DX-5.5.2,NA
31534,DX654,DX-5,DX-5.5,DX-5.5.1,NA
31535,DX654,DX-5,DX-5.5,DX-5.5.1,NA
31539,DX654,DX-5,DX-5.5,DX-5.5.1,NA
3154,DX654,DX-5,DX-5.5,DX-5.5.5,NA
3155,DX654,DX-5,DX-5.5,DX-5.5.2,NA
3158,DX654,DX-5,DX-5.5,DX-5.5.2,NA
3159,DX654,DX-5,DX-5.5,DX-5.5.4,NA
317,DX654,DX-5,DX-5.5,DX-5.5.3,NA
3180,DX654,DX-5,DX-5.5,DX-5.5.3,NA
3181,DX654,DX-5,DX-5.5,DX-5.5.3,NA
3182,DX654,DX-5,DX-5.5,DX-5.5.3,NA
319,DX654,DX-5,DX-5.5,DX-5.5.3,NA
V400,DX654,DX-5,DX-5.5,DX-5.5.4,NA
