I9_PR,CCS,CCS_lvl1,CCS_lvl2,CCS_lvl3
9608,PR98,PR-9,PR-9.30,NA
9624,PR98,PR-9,PR-9.30,NA
9627,PR98,PR-9,PR-9.30,NA
9628,PR98,PR-9,PR-9.30,NA
9636,PR98,PR-9,PR-9.30,NA
9641,PR98,PR-9,PR-9.30,NA
9642,PR98,PR-9,PR-9.30,NA
9643,PR98,PR-9,PR-9.30,NA
9705,PR98,PR-9,PR-9.30,NA
9754,PR98,PR-9,PR-9.30,NA
9755,PR98,PR-9,PR-9.30,NA
9756,PR98,PR-9,PR-9.30,NA
9759,PR98,PR-9,PR-9.30,NA
9782,PR98,PR-9,PR-9.30,NA
9786,PR98,PR-9,PR-9.30,NA
1763,PR99,PR-9,PR-9.31,NA
500,PR99,PR-9,PR-9.31,PR-9.31.5
5021,PR99,PR-9,PR-9.31,PR-9.31.5
5022,PR99,PR-9,PR-9.31,PR-9.31.5
5023,PR99,PR-9,PR-9.31,PR-9.31.5
5024,PR99,PR-9,PR-9.31,PR-9.31.5
5025,PR99,PR-9,PR-9.31,PR-9.31.5
5026,PR99,PR-9,PR-9.31,PR-9.31.5
5029,PR99,PR-9,PR-9.31,PR-9.31.5
503,PR99,PR-9,PR-9.31,PR-9.31.5
504,PR99,PR-9,PR-9.31,PR-9.31.5
5061,PR99,PR-9,PR-9.31,PR-9.31.5
5069,PR99,PR-9,PR-9.31,PR-9.31.5
5102,PR99,PR-9,PR-9.31,PR-9.31.5
5103,PR99,PR-9,PR-9.31,PR-9.31.5
5104,PR99,PR-9,PR-9.31,PR-9.31.5
5131,PR99,PR-9,PR-9.31,PR-9.31.5
5132,PR99,PR-9,PR-9.31,PR-9.31.5
5133,PR99,PR-9,PR-9.31,PR-9.31.5
5134,PR99,PR-9,PR-9.31,PR-9.31.5
5135,PR99,PR-9,PR-9.31,PR-9.31.5
5136,PR99,PR-9,PR-9.31,PR-9.31.5
5137,PR99,PR-9,PR-9.31,PR-9.31.5
5139,PR99,PR-9,PR-9.31,PR-9.31.5
5161,PR99,PR-9,PR-9.31,PR-9.31.5
5162,PR99,PR-9,PR-9.31,PR-9.31.5
5163,PR99,PR-9,PR-9.31,PR-9.31.5
5169,PR99,PR-9,PR-9.31,PR-9.31.5
5171,PR99,PR-9,PR-9.31,PR-9.31.5
5172,PR99,PR-9,PR-9.31,PR-9.31.5
5179,PR99,PR-9,PR-9.31,PR-9.31.5
5181,PR99,PR-9,PR-9.31,PR-9.31.5
5182,PR99,PR-9,PR-9.31,PR-9.31.5
5183,PR99,PR-9,PR-9.31,PR-9.31.5
5189,PR99,PR-9,PR-9.31,PR-9.31.5
5191,PR99,PR-9,PR-9.31,PR-9.31.5
5192,PR99,PR-9,PR-9.31,PR-9.31.5
5193,PR99,PR-9,PR-9.31,PR-9.31.5
5194,PR99,PR-9,PR-9.31,PR-9.31.5
5195,PR99,PR-9,PR-9.31,PR-9.31.5
5199,PR99,PR-9,PR-9.31,PR-9.31.5
5201,PR99,PR-9,PR-9.31,PR-9.31.5
5209,PR99,PR-9,PR-9.31,PR-9.31.5
522,PR99,PR-9,PR-9.31,PR-9.31.5
5222,PR99,PR-9,PR-9.31,PR-9.31.5
523,PR99,PR-9,PR-9.31,PR-9.31.5
524,PR99,PR-9,PR-9.31,PR-9.31.5
5251,PR99,PR-9,PR-9.31,PR-9.31.5
5252,PR99,PR-9,PR-9.31,PR-9.31.5
5253,PR99,PR-9,PR-9.31,PR-9.31.5
5259,PR99,PR-9,PR-9.31,PR-9.31.5
526,PR99,PR-9,PR-9.31,PR-9.31.5
527,PR99,PR-9,PR-9.31,PR-9.31.1
5292,PR99,PR-9,PR-9.31,PR-9.31.5
5295,PR99,PR-9,PR-9.31,PR-9.31.5
5296,PR99,PR-9,PR-9.31,PR-9.31.5
5299,PR99,PR-9,PR-9.31,PR-9.31.5
540,PR99,PR-9,PR-9.31,PR-9.31.2
5412,PR99,PR-9,PR-9.31,PR-9.31.5
5419,PR99,PR-9,PR-9.31,PR-9.31.5
543,PR99,PR-9,PR-9.31,PR-9.31.5
544,PR99,PR-9,PR-9.31,PR-9.31.3
5461,PR99,PR-9,PR-9.31,PR-9.31.5
5462,PR99,PR-9,PR-9.31,PR-9.31.5
5463,PR99,PR-9,PR-9.31,PR-9.31.5
5464,PR99,PR-9,PR-9.31,PR-9.31.5
5471,PR99,PR-9,PR-9.31,PR-9.31.5
5472,PR99,PR-9,PR-9.31,PR-9.31.5
5473,PR99,PR-9,PR-9.31,PR-9.31.5
5474,PR99,PR-9,PR-9.31,PR-9.31.5
5475,PR99,PR-9,PR-9.31,PR-9.31.5
5492,PR99,PR-9,PR-9.31,PR-9.31.5
5493,PR99,PR-9,PR-9.31,PR-9.31.4
5494,PR99,PR-9,PR-9.31,PR-9.31.5
5495,PR99,PR-9,PR-9.31,PR-9.31.5
5521,PR100,PR-10,PR-10.1,PR-10.1.1
5522,PR100,PR-10,PR-10.1,PR-10.1.1
5631,PR100,PR-10,PR-10.1,PR-10.1.1
5633,PR100,PR-10,PR-10.1,PR-10.1.1
5732,PR100,PR-10,PR-10.1,PR-10.1.1
5733,PR100,PR-10,PR-10.1,PR-10.1.1
5822,PR100,PR-10,PR-10.1,PR-10.1.1
5823,PR100,PR-10,PR-10.1,PR-10.1.1
560,PR101,PR-10,PR-10.1,PR-10.1.2
570,PR101,PR-10,PR-10.1,PR-10.1.2
5741,PR101,PR-10,PR-10.1,PR-10.1.2
5749,PR101,PR-10,PR-10.1,PR-10.1.2
598,PR102,PR-10,PR-10.1,PR-10.1.3
5501,PR103,PR-10,PR-10.2,NA
5502,PR103,PR-10,PR-10.2,NA
5503,PR103,PR-10,PR-10.2,NA
5504,PR103,PR-10,PR-10.2,NA
5511,PR103,PR-10,PR-10.2,NA
5512,PR103,PR-10,PR-10.2,NA
554,PR104,PR-10,PR-10.3,NA
5551,PR104,PR-10,PR-10.3,NA
5552,PR104,PR-10,PR-10.3,NA
5553,PR104,PR-10,PR-10.3,NA
5554,PR104,PR-10,PR-10.3,NA
5561,PR105,PR-10,PR-10.4,NA
5569,PR105,PR-10,PR-10.4,NA
593,PR106,PR-10,PR-10.5,NA
594,PR106,PR-10,PR-10.5,NA
595,PR106,PR-10,PR-10.5,NA
596,PR106,PR-10,PR-10.5,NA
5971,PR106,PR-10,PR-10.5,NA
5972,PR106,PR-10,PR-10.5,NA
5979,PR106,PR-10,PR-10.5,NA
5995,PR107,PR-10,PR-10.6,NA
5996,PR107,PR-10,PR-10.6,NA
9851,PR107,PR-10,PR-10.6,NA
5794,PR108,PR-10,PR-10.7,NA
580,PR109,PR-10,PR-10.8,NA
581,PR109,PR-10,PR-10.8,NA
583,PR109,PR-10,PR-10.8,NA
5831,PR109,PR-10,PR-10.8,NA
5839,PR109,PR-10,PR-10.8,NA
5841,PR109,PR-10,PR-10.8,NA
5842,PR109,PR-10,PR-10.8,NA
5843,PR109,PR-10,PR-10.8,NA
5844,PR109,PR-10,PR-10.8,NA
5845,PR109,PR-10,PR-10.8,NA
5846,PR109,PR-10,PR-10.8,NA
5847,PR109,PR-10,PR-10.8,NA
5849,PR109,PR-10,PR-10.8,NA
585,PR109,PR-10,PR-10.8,NA
586,PR109,PR-10,PR-10.8,NA
5891,PR109,PR-10,PR-10.8,NA
5892,PR109,PR-10,PR-10.8,NA
5893,PR109,PR-10,PR-10.8,NA
5899,PR109,PR-10,PR-10.8,NA
5523,PR110,PR-10,PR-10.9,NA
5524,PR110,PR-10,PR-10.9,NA
5529,PR110,PR-10,PR-10.9,NA
5632,PR110,PR-10,PR-10.9,NA
5634,PR110,PR-10,PR-10.9,NA
5635,PR110,PR-10,PR-10.9,NA
5639,PR110,PR-10,PR-10.9,NA
5731,PR110,PR-10,PR-10.9,NA
5734,PR110,PR-10,PR-10.9,NA
5739,PR110,PR-10,PR-10.9,NA
5821,PR110,PR-10,PR-10.9,NA
5824,PR110,PR-10,PR-10.9,NA
5829,PR110,PR-10,PR-10.9,NA
5921,PR110,PR-10,PR-10.9,NA
5929,PR110,PR-10,PR-10.9,NA
5592,PR111,PR-10,PR-10.10,NA
5593,PR111,PR-10,PR-10.10,NA
5594,PR111,PR-10,PR-10.10,NA
5595,PR111,PR-10,PR-10.10,NA
5596,PR111,PR-10,PR-10.10,NA
5691,PR111,PR-10,PR-10.10,NA
5711,PR111,PR-10,PR-10.10,NA
5717,PR111,PR-10,PR-10.10,NA
5792,PR111,PR-10,PR-10.10,NA
5795,PR111,PR-10,PR-10.10,NA
5993,PR111,PR-10,PR-10.10,NA
5994,PR111,PR-10,PR-10.10,NA
5999,PR111,PR-10,PR-10.10,NA
9625,PR111,PR-10,PR-10.10,NA
9645,PR111,PR-10,PR-10.10,NA
9646,PR111,PR-10,PR-10.10,NA
9647,PR111,PR-10,PR-10.10,NA
9648,PR111,PR-10,PR-10.10,NA
9649,PR111,PR-10,PR-10.10,NA
9761,PR111,PR-10,PR-10.10,NA
9762,PR111,PR-10,PR-10.10,NA
9763,PR111,PR-10,PR-10.10,NA
9764,PR111,PR-10,PR-10.10,NA
9765,PR111,PR-10,PR-10.10,NA
9769,PR111,PR-10,PR-10.10,NA
5531,PR112,PR-10,PR-10.11,NA
5532,PR112,PR-10,PR-10.11,NA
5533,PR112,PR-10,PR-10.11,NA
5534,PR112,PR-10,PR-10.11,NA
5535,PR112,PR-10,PR-10.11,NA
5539,PR112,PR-10,PR-10.11,NA
557,PR112,PR-10,PR-10.11,NA
5581,PR112,PR-10,PR-10.11,NA
5582,PR112,PR-10,PR-10.11,NA
5583,PR112,PR-10,PR-10.11,NA
5584,PR112,PR-10,PR-10.11,NA
5585,PR112,PR-10,PR-10.11,NA
5586,PR112,PR-10,PR-10.11,NA
5587,PR112,PR-10,PR-10.11,NA
5589,PR112,PR-10,PR-10.11,NA
5591,PR112,PR-10,PR-10.11,NA
5597,PR112,PR-10,PR-10.11,NA
5598,PR112,PR-10,PR-10.11,NA
5599,PR112,PR-10,PR-10.11,NA
561,PR112,PR-10,PR-10.11,NA
562,PR112,PR-10,PR-10.11,NA
5640,PR112,PR-10,PR-10.11,NA
5641,PR112,PR-10,PR-10.11,NA
5642,PR112,PR-10,PR-10.11,NA
5651,PR112,PR-10,PR-10.11,NA
5652,PR112,PR-10,PR-10.11,NA
5661,PR112,PR-10,PR-10.11,NA
5662,PR112,PR-10,PR-10.11,NA
5671,PR112,PR-10,PR-10.11,NA
5672,PR112,PR-10,PR-10.11,NA
5673,PR112,PR-10,PR-10.11,NA
5674,PR112,PR-10,PR-10.11,NA
5675,PR112,PR-10,PR-10.11,NA
5679,PR112,PR-10,PR-10.11,NA
5681,PR112,PR-10,PR-10.11,NA
5682,PR112,PR-10,PR-10.11,NA
5683,PR112,PR-10,PR-10.11,NA
5684,PR112,PR-10,PR-10.11,NA
5685,PR112,PR-10,PR-10.11,NA
5686,PR112,PR-10,PR-10.11,NA
5689,PR112,PR-10,PR-10.11,NA
5692,PR112,PR-10,PR-10.11,NA
5693,PR112,PR-10,PR-10.11,NA
5694,PR112,PR-10,PR-10.11,NA
5695,PR112,PR-10,PR-10.11,NA
5699,PR112,PR-10,PR-10.11,NA
5712,PR112,PR-10,PR-10.11,NA
5718,PR112,PR-10,PR-10.11,NA
5719,PR112,PR-10,PR-10.11,NA
5721,PR112,PR-10,PR-10.11,NA
5722,PR112,PR-10,PR-10.11,NA
5751,PR112,PR-10,PR-10.11,NA
5759,PR112,PR-10,PR-10.11,NA
576,PR112,PR-10,PR-10.11,NA
5771,PR112,PR-10,PR-10.11,NA
5779,PR112,PR-10,PR-10.11,NA
5781,PR112,PR-10,PR-10.11,NA
5782,PR112,PR-10,PR-10.11,NA
5783,PR112,PR-10,PR-10.11,NA
5784,PR112,PR-10,PR-10.11,NA
5785,PR112,PR-10,PR-10.11,NA
5786,PR112,PR-10,PR-10.11,NA
5787,PR112,PR-10,PR-10.11,NA
5788,PR112,PR-10,PR-10.11,NA
5789,PR112,PR-10,PR-10.11,NA
5791,PR112,PR-10,PR-10.11,NA
5793,PR112,PR-10,PR-10.11,NA
5796,PR112,PR-10,PR-10.11,NA
5797,PR112,PR-10,PR-10.11,NA
5798,PR112,PR-10,PR-10.11,NA
5799,PR112,PR-10,PR-10.11,NA
5900,PR112,PR-10,PR-10.11,NA
5901,PR112,PR-10,PR-10.11,NA
5902,PR112,PR-10,PR-10.11,NA
5903,PR112,PR-10,PR-10.11,NA
5909,PR112,PR-10,PR-10.11,NA
5911,PR112,PR-10,PR-10.11,NA
5912,PR112,PR-10,PR-10.11,NA
5919,PR112,PR-10,PR-10.11,NA
5991,PR112,PR-10,PR-10.11,NA
5992,PR112,PR-10,PR-10.11,NA
602,PR113,PR-11,PR-11.1,NA
6021,PR113,PR-11,PR-11.1,NA
6029,PR113,PR-11,PR-11.1,NA
6096,PR113,PR-11,PR-11.1,NA
6097,PR113,PR-11,PR-11.1,NA
603,PR114,PR-11,PR-11.2,NA
604,PR114,PR-11,PR-11.2,NA
605,PR114,PR-11,PR-11.2,NA
6061,PR114,PR-11,PR-11.2,NA
6062,PR114,PR-11,PR-11.2,NA
6069,PR114,PR-11,PR-11.2,NA
640,PR115,PR-11,PR-11.3,NA
6011,PR116,PR-11,PR-11.4,NA
6012,PR116,PR-11,PR-11.4,NA
6013,PR116,PR-11,PR-11.4,NA
6014,PR116,PR-11,PR-11.4,NA
6015,PR116,PR-11,PR-11.4,NA
6018,PR116,PR-11,PR-11.4,NA
6019,PR116,PR-11,PR-11.4,NA
6111,PR116,PR-11,PR-11.4,NA
6119,PR116,PR-11,PR-11.4,NA
6211,PR116,PR-11,PR-11.4,NA
6212,PR116,PR-11,PR-11.4,NA
6219,PR116,PR-11,PR-11.4,NA
6301,PR116,PR-11,PR-11.4,NA
6309,PR116,PR-11,PR-11.4,NA
6411,PR116,PR-11,PR-11.4,NA
6419,PR116,PR-11,PR-11.4,NA
6071,PR117,PR-11,PR-11.5,NA
6091,PR117,PR-11,PR-11.5,NA
6092,PR117,PR-11,PR-11.5,NA
6095,PR117,PR-11,PR-11.5,NA
610,PR117,PR-11,PR-11.5,NA
613,PR117,PR-11,PR-11.5,NA
6141,PR117,PR-11,PR-11.5,NA
6191,PR117,PR-11,PR-11.5,NA
6291,PR117,PR-11,PR-11.5,NA
6292,PR117,PR-11,PR-11.5,NA
6352,PR117,PR-11,PR-11.5,NA
636,PR117,PR-11,PR-11.5,NA
6370,PR117,PR-11,PR-11.5,NA
6371,PR117,PR-11,PR-11.5,NA
6372,PR117,PR-11,PR-11.5,NA
6373,PR117,PR-11,PR-11.5,NA
6384,PR117,PR-11,PR-11.5,NA
6391,PR117,PR-11,PR-11.5,NA
6491,PR117,PR-11,PR-11.5,NA
6494,PR117,PR-11,PR-11.5,NA
9994,PR117,PR-11,PR-11.5,NA
9995,PR117,PR-11,PR-11.5,NA
9996,PR117,PR-11,PR-11.5,NA
600,PR118,PR-11,PR-11.6,PR-11.6.5
6072,PR118,PR-11,PR-11.6,PR-11.6.5
6073,PR118,PR-11,PR-11.6,PR-11.6.5
6079,PR118,PR-11,PR-11.6,PR-11.6.5
6081,PR118,PR-11,PR-11.6,PR-11.6.5
6082,PR118,PR-11,PR-11.6,PR-11.6.5
6093,PR118,PR-11,PR-11.6,PR-11.6.5
6094,PR118,PR-11,PR-11.6,PR-11.6.5
6099,PR118,PR-11,PR-11.6,PR-11.6.5
612,PR118,PR-11,PR-11.6,PR-11.6.5
6142,PR118,PR-11,PR-11.6,PR-11.6.5
6149,PR118,PR-11,PR-11.6,PR-11.6.5
6192,PR118,PR-11,PR-11.6,PR-11.6.5
6199,PR118,PR-11,PR-11.6,PR-11.6.5
620,PR118,PR-11,PR-11.6,PR-11.6.5
622,PR118,PR-11,PR-11.6,PR-11.6.5
623,PR118,PR-11,PR-11.6,PR-11.6.1
6241,PR118,PR-11,PR-11.6,PR-11.6.2
6242,PR118,PR-11,PR-11.6,PR-11.6.5
625,PR118,PR-11,PR-11.6,PR-11.6.3
6261,PR118,PR-11,PR-11.6,PR-11.6.5
6269,PR118,PR-11,PR-11.6,PR-11.6.5
627,PR118,PR-11,PR-11.6,PR-11.6.5
6299,PR118,PR-11,PR-11.6,PR-11.6.5
631,PR118,PR-11,PR-11.6,PR-11.6.5
632,PR118,PR-11,PR-11.6,PR-11.6.5
633,PR118,PR-11,PR-11.6,PR-11.6.5
634,PR118,PR-11,PR-11.6,PR-11.6.5
6351,PR118,PR-11,PR-11.6,PR-11.6.5
6353,PR118,PR-11,PR-11.6,PR-11.6.5
6359,PR118,PR-11,PR-11.6,PR-11.6.5
6381,PR118,PR-11,PR-11.6,PR-11.6.5
6382,PR118,PR-11,PR-11.6,PR-11.6.5
6383,PR118,PR-11,PR-11.6,PR-11.6.5
6385,PR118,PR-11,PR-11.6,PR-11.6.5
6389,PR118,PR-11,PR-11.6,PR-11.6.5
6392,PR118,PR-11,PR-11.6,PR-11.6.5
6393,PR118,PR-11,PR-11.6,PR-11.6.5
6394,PR118,PR-11,PR-11.6,PR-11.6.5
6395,PR118,PR-11,PR-11.6,PR-11.6.5
6399,PR118,PR-11,PR-11.6,PR-11.6.5
642,PR118,PR-11,PR-11.6,PR-11.6.5
643,PR118,PR-11,PR-11.6,PR-11.6.5
6441,PR118,PR-11,PR-11.6,PR-11.6.5
6442,PR118,PR-11,PR-11.6,PR-11.6.5
6443,PR118,PR-11,PR-11.6,PR-11.6.5
6444,PR118,PR-11,PR-11.6,PR-11.6.5
6445,PR118,PR-11,PR-11.6,PR-11.6.5
6449,PR118,PR-11,PR-11.6,PR-11.6.5
645,PR118,PR-11,PR-11.6,PR-11.6.5
6492,PR118,PR-11,PR-11.6,PR-11.6.5
6493,PR118,PR-11,PR-11.6,PR-11.6.5
6495,PR118,PR-11,PR-11.6,PR-11.6.4
6496,PR118,PR-11,PR-11.6,PR-11.6.5
6497,PR118,PR-11,PR-11.6,NA
6498,PR118,PR-11,PR-11.6,PR-11.6.5
6499,PR118,PR-11,PR-11.6,PR-11.6.5
653,PR119,PR-12,PR-12.1,NA
6531,PR119,PR-12,PR-12.1,NA
6539,PR119,PR-12,PR-12.1,NA
654,PR119,PR-12,PR-12.1,NA
6541,PR119,PR-12,PR-12.1,NA
6549,PR119,PR-12,PR-12.1,NA
6551,PR119,PR-12,PR-12.1,NA
6552,PR119,PR-12,PR-12.1,NA
6553,PR119,PR-12,PR-12.1,NA
6554,PR119,PR-12,PR-12.1,NA
6561,PR119,PR-12,PR-12.1,NA
6562,PR119,PR-12,PR-12.1,NA
6563,PR119,PR-12,PR-12.1,NA
6564,PR119,PR-12,PR-12.1,NA
650,PR120,PR-12,PR-12.2,NA
6501,PR120,PR-12,PR-12.2,NA
6509,PR120,PR-12,PR-12.2,NA
6521,PR120,PR-12,PR-12.2,NA
6522,PR120,PR-12,PR-12.2,NA
6523,PR120,PR-12,PR-12.2,NA
6524,PR120,PR-12,PR-12.2,NA
6525,PR120,PR-12,PR-12.2,NA
6529,PR120,PR-12,PR-12.2,NA
6571,PR120,PR-12,PR-12.2,NA
6572,PR120,PR-12,PR-12.2,NA
6573,PR120,PR-12,PR-12.2,NA
6574,PR120,PR-12,PR-12.2,NA
6575,PR120,PR-12,PR-12.2,NA
6576,PR120,PR-12,PR-12.2,NA
6579,PR120,PR-12,PR-12.2,NA
658,PR120,PR-12,PR-12.2,NA
6581,PR120,PR-12,PR-12.2,NA
6589,PR120,PR-12,PR-12.2,NA
6591,PR120,PR-12,PR-12.2,NA
6592,PR120,PR-12,PR-12.2,NA
6593,PR120,PR-12,PR-12.2,NA
6594,PR120,PR-12,PR-12.2,NA
6595,PR120,PR-12,PR-12.2,NA
6599,PR120,PR-12,PR-12.2,NA
6621,PR121,PR-12,PR-12.3,NA
6622,PR121,PR-12,PR-12.3,NA
6629,PR121,PR-12,PR-12.3,NA
6631,PR121,PR-12,PR-12.3,NA
6632,PR121,PR-12,PR-12.3,NA
6639,PR121,PR-12,PR-12.3,NA
6662,PR122,PR-13,PR-13.10,NA
6911,PR122,PR-13,PR-13.10,NA
743,PR122,PR-13,PR-13.10,NA
664,PR123,PR-12,PR-12.4,NA
6651,PR123,PR-12,PR-12.4,NA
6652,PR123,PR-12,PR-12.4,NA
6661,PR123,PR-12,PR-12.4,NA
6663,PR123,PR-12,PR-12.4,NA
6669,PR123,PR-12,PR-12.4,NA
6671,PR123,PR-12,PR-12.4,NA
6672,PR123,PR-12,PR-12.4,NA
6673,PR123,PR-12,PR-12.4,NA
6674,PR123,PR-12,PR-12.4,NA
6679,PR123,PR-12,PR-12.4,NA
668,PR123,PR-12,PR-12.4,NA
6691,PR123,PR-12,PR-12.4,NA
6692,PR123,PR-12,PR-12.4,NA
6693,PR123,PR-12,PR-12.4,NA
6694,PR123,PR-12,PR-12.4,NA
6695,PR123,PR-12,PR-12.4,NA
6696,PR123,PR-12,PR-12.4,NA
6697,PR123,PR-12,PR-12.4,NA
6699,PR123,PR-12,PR-12.4,NA
683,PR124,PR-12,PR-12.5,PR-12.5.3
6831,PR124,PR-12,PR-12.5,PR-12.5.3
6839,PR124,PR-12,PR-12.5,PR-12.5.3
684,PR124,PR-12,PR-12.5,PR-12.5.1
6841,PR124,PR-12,PR-12.5,PR-12.5.1
6849,PR124,PR-12,PR-12.5,PR-12.5.1
685,PR124,PR-12,PR-12.5,PR-12.5.2
6851,PR124,PR-12,PR-12.5,PR-12.5.2
6859,PR124,PR-12,PR-12.5,PR-12.5.2
686,PR124,PR-12,PR-12.5,PR-12.5.3
6861,PR124,PR-12,PR-12.5,PR-12.5.1
6869,PR124,PR-12,PR-12.5,PR-12.5.1
687,PR124,PR-12,PR-12.5,PR-12.5.3
6871,PR124,PR-12,PR-12.5,PR-12.5.2
6879,PR124,PR-12,PR-12.5,PR-12.5.2
689,PR124,PR-12,PR-12.5,PR-12.5.3
672,PR125,PR-12,PR-12.6,NA
6731,PR125,PR-12,PR-12.6,NA
6732,PR125,PR-12,PR-12.6,NA
6733,PR125,PR-12,PR-12.6,NA
6739,PR125,PR-12,PR-12.6,NA
674,PR125,PR-12,PR-12.6,NA
6821,PR125,PR-12,PR-12.6,NA
6822,PR125,PR-12,PR-12.6,NA
6823,PR125,PR-12,PR-12.6,NA
6829,PR125,PR-12,PR-12.6,NA
6919,PR125,PR-12,PR-12.6,NA
6901,PR126,PR-12,PR-12.7,NA
6951,PR126,PR-12,PR-12.7,NA
7491,PR126,PR-12,PR-12.7,NA
750,PR126,PR-12,PR-12.7,NA
6902,PR127,PR-12,PR-12.8,NA
6952,PR127,PR-12,PR-12.8,NA
6909,PR128,PR-12,PR-12.9,NA
7050,PR129,PR-12,PR-12.10,NA
7051,PR129,PR-12,PR-12.10,NA
7052,PR129,PR-12,PR-12.10,NA
7053,PR129,PR-12,PR-12.10,NA
7054,PR129,PR-12,PR-12.10,NA
7055,PR129,PR-12,PR-12.10,NA
708,PR129,PR-12,PR-12.10,NA
6511,PR130,PR-12,PR-12.11,NA
6512,PR130,PR-12,PR-12.11,NA
6513,PR130,PR-12,PR-12.11,NA
6514,PR130,PR-12,PR-12.11,NA
6519,PR130,PR-12,PR-12.11,NA
6611,PR130,PR-12,PR-12.11,NA
6619,PR130,PR-12,PR-12.11,NA
6711,PR130,PR-12,PR-12.11,NA
6712,PR130,PR-12,PR-12.11,NA
6719,PR130,PR-12,PR-12.11,NA
6811,PR130,PR-12,PR-12.11,NA
6812,PR130,PR-12,PR-12.11,NA
6813,PR130,PR-12,PR-12.11,NA
6814,PR130,PR-12,PR-12.11,NA
6815,PR130,PR-12,PR-12.11,NA
6816,PR130,PR-12,PR-12.11,NA
6819,PR130,PR-12,PR-12.11,NA
7021,PR130,PR-12,PR-12.11,NA
7022,PR130,PR-12,PR-12.11,NA
7023,PR130,PR-12,PR-12.11,NA
7024,PR130,PR-12,PR-12.11,NA
7029,PR130,PR-12,PR-12.11,NA
7111,PR130,PR-12,PR-12.11,NA
7119,PR130,PR-12,PR-12.11,NA
670,PR131,PR-12,PR-12.12,NA
6959,PR131,PR-12,PR-12.12,NA
696,PR131,PR-12,PR-12.12,NA
697,PR131,PR-12,PR-12.12,NA
6991,PR131,PR-12,PR-12.12,NA
6992,PR131,PR-12,PR-12.12,NA
6993,PR131,PR-12,PR-12.12,NA
6994,PR131,PR-12,PR-12.12,NA
6996,PR131,PR-12,PR-12.12,NA
700,PR131,PR-12,PR-12.12,NA
7011,PR131,PR-12,PR-12.12,NA
7121,PR131,PR-12,PR-12.12,NA
9614,PR131,PR-12,PR-12.12,NA
9615,PR131,PR-12,PR-12.12,NA
9616,PR131,PR-12,PR-12.12,NA
9617,PR131,PR-12,PR-12.12,NA
9618,PR131,PR-12,PR-12.12,NA
9644,PR131,PR-12,PR-12.12,NA
9724,PR131,PR-12,PR-12.12,NA
9725,PR131,PR-12,PR-12.12,NA
9726,PR131,PR-12,PR-12.12,NA
9771,PR131,PR-12,PR-12.12,NA
9772,PR131,PR-12,PR-12.12,NA
9773,PR131,PR-12,PR-12.12,NA
9774,PR131,PR-12,PR-12.12,NA
9775,PR131,PR-12,PR-12.12,NA
660,PR132,PR-12,PR-12.13,NA
6601,PR132,PR-12,PR-12.13,NA
6602,PR132,PR-12,PR-12.13,NA
675,PR132,PR-12,PR-12.13,NA
6761,PR132,PR-12,PR-12.13,NA
6762,PR132,PR-12,PR-12.13,NA
6769,PR132,PR-12,PR-12.13,NA
680,PR132,PR-12,PR-12.13,NA
688,PR132,PR-12,PR-12.13,NA
6921,PR132,PR-12,PR-12.13,NA
6922,PR132,PR-12,PR-12.13,NA
6923,PR132,PR-12,PR-12.13,NA
6929,PR132,PR-12,PR-12.13,NA
693,PR132,PR-12,PR-12.13,NA
6941,PR132,PR-12,PR-12.13,NA
6942,PR132,PR-12,PR-12.13,NA
6949,PR132,PR-12,PR-12.13,NA
6995,PR132,PR-12,PR-12.13,NA
6997,PR132,PR-12,PR-12.13,NA
6998,PR132,PR-12,PR-12.13,NA
6999,PR132,PR-12,PR-12.13,NA
7012,PR132,PR-12,PR-12.13,NA
7013,PR132,PR-12,PR-12.13,NA
7014,PR132,PR-12,PR-12.13,NA
7031,PR132,PR-12,PR-12.13,NA
7032,PR132,PR-12,PR-12.13,NA
7033,PR132,PR-12,PR-12.13,NA
704,PR132,PR-12,PR-12.13,NA
7061,PR132,PR-12,PR-12.13,NA
7062,PR132,PR-12,PR-12.13,NA
7063,PR132,PR-12,PR-12.13,NA
7064,PR132,PR-12,PR-12.13,NA
7071,PR132,PR-12,PR-12.13,NA
7072,PR132,PR-12,PR-12.13,NA
7073,PR132,PR-12,PR-12.13,NA
7074,PR132,PR-12,PR-12.13,NA
7075,PR132,PR-12,PR-12.13,NA
7076,PR132,PR-12,PR-12.13,NA
7077,PR132,PR-12,PR-12.13,NA
7078,PR132,PR-12,PR-12.13,NA
7079,PR132,PR-12,PR-12.13,NA
7091,PR132,PR-12,PR-12.13,NA
7092,PR132,PR-12,PR-12.13,NA
7093,PR132,PR-12,PR-12.13,NA
7094,PR132,PR-12,PR-12.13,NA
7095,PR132,PR-12,PR-12.13,NA
7101,PR132,PR-12,PR-12.13,NA
7109,PR132,PR-12,PR-12.13,NA
7122,PR132,PR-12,PR-12.13,NA
7123,PR132,PR-12,PR-12.13,NA
7124,PR132,PR-12,PR-12.13,NA
7129,PR132,PR-12,PR-12.13,NA
713,PR132,PR-12,PR-12.13,NA
714,PR132,PR-12,PR-12.13,NA
715,PR132,PR-12,PR-12.13,NA
7161,PR132,PR-12,PR-12.13,NA
7162,PR132,PR-12,PR-12.13,NA
7171,PR132,PR-12,PR-12.13,NA
7172,PR132,PR-12,PR-12.13,NA
7179,PR132,PR-12,PR-12.13,NA
718,PR132,PR-12,PR-12.13,NA
