I9_PR,CCS,CCS_lvl1,CCS_lvl2,CCS_lvl3
0101,PR1,PR-1,PR-1.1,PR-1.1.3
0109,PR1,PR-1,PR-1.1,PR-1.1.3
0121,PR1,PR-1,PR-1.1,PR-1.1.1
0122,PR1,PR-1,PR-1.1,PR-1.1.1
0123,PR1,PR-1,PR-1.1,PR-1.1.1
0124,PR1,PR-1,PR-1.1,PR-1.1.1
0125,PR1,PR-1,PR-1.1,PR-1.1.1
0126,PR1,PR-1,PR-1.1,PR-1.1.3
0127,PR1,PR-1,PR-1.1,PR-1.1.3
0128,PR1,PR-1,PR-1.1,PR-1.1.3
0131,PR1,PR-1,PR-1.1,PR-1.1.2
0132,PR1,PR-1,PR-1.1,PR-1.1.3
0139,PR1,PR-1,PR-1.1,PR-1.1.3
0141,PR1,PR-1,PR-1.1,PR-1.1.3
0142,PR1,PR-1,PR-1.1,PR-1.1.3
0151,PR1,PR-1,PR-1.1,PR-1.1.3
0152,PR1,PR-1,PR-1.1,PR-1.1.3
0153,PR1,PR-1,PR-1.1,PR-1.1.3
0159,PR1,PR-1,PR-1.1,PR-1.1.3
0231,PR2,PR-1,PR-1.2,NA
0232,PR2,PR-1,PR-1.2,NA
0233,PR2,PR-1,PR-1.2,NA
0234,PR2,PR-1,PR-1.2,NA
0235,PR2,PR-1,PR-1.2,NA
0239,PR2,PR-1,PR-1.2,NA
0242,PR2,PR-1,PR-1.2,NA
0243,PR2,PR-1,PR-1.2,NA
0302,PR3,PR-1,PR-1.3,PR-1.3.2
0309,PR3,PR-1,PR-1.3,PR-1.3.2
805,PR3,PR-1,PR-1.3,PR-1.3.1
8050,PR3,PR-1,PR-1.3,PR-1.3.1
8051,PR3,PR-1,PR-1.3,PR-1.3.1
8059,PR3,PR-1,PR-1.3,PR-1.3.1
8459,PR3,PR-1,PR-1.3,PR-1.3.2
8460,PR3,PR-1,PR-1.3,PR-1.3.2
8461,PR3,PR-1,PR-1.3,PR-1.3.2
8462,PR3,PR-1,PR-1.3,PR-1.3.2
8463,PR3,PR-1,PR-1.3,PR-1.3.2
8464,PR3,PR-1,PR-1.3,PR-1.3.2
8465,PR3,PR-1,PR-1.3,PR-1.3.2
8466,PR3,PR-1,PR-1.3,PR-1.3.2
8467,PR3,PR-1,PR-1.3,PR-1.3.2
8468,PR3,PR-1,PR-1.3,PR-1.3.2
8469,PR3,PR-1,PR-1.3,PR-1.3.2
8480,PR3,PR-1,PR-1.3,PR-1.3.2
8481,PR3,PR-1,PR-1.3,PR-1.3.2
8482,PR3,PR-1,PR-1.3,PR-1.3.2
8483,PR3,PR-1,PR-1.3,PR-1.3.2
8484,PR3,PR-1,PR-1.3,PR-1.3.2
8485,PR3,PR-1,PR-1.3,PR-1.3.2
0331,PR4,PR-1,PR-1.4,NA
038,PR5,PR-1,PR-1.5,NA
0390,PR5,PR-1,PR-1.5,NA
0391,PR5,PR-1,PR-1.5,NA
0392,PR5,PR-1,PR-1.5,NA
0393,PR5,PR-1,PR-1.5,NA
0394,PR5,PR-1,PR-1.5,NA
0443,PR6,PR-1,PR-1.6,PR-1.6.1
0444,PR6,PR-1,PR-1.6,PR-1.6.2
0449,PR6,PR-1,PR-1.6,PR-1.6.2
0111,PR7,PR-1,PR-1.7,NA
0112,PR7,PR-1,PR-1.7,NA
0113,PR7,PR-1,PR-1.7,NA
0114,PR7,PR-1,PR-1.7,NA
0115,PR7,PR-1,PR-1.7,NA
0118,PR7,PR-1,PR-1.7,NA
0119,PR7,PR-1,PR-1.7,NA
0332,PR7,PR-1,PR-1.7,NA
0339,PR7,PR-1,PR-1.7,NA
0411,PR7,PR-1,PR-1.7,NA
0412,PR7,PR-1,PR-1.7,NA
0419,PR7,PR-1,PR-1.7,NA
0511,PR7,PR-1,PR-1.7,NA
0519,PR7,PR-1,PR-1.7,NA
0102,PR8,PR-1,PR-1.8,NA
0241,PR8,PR-1,PR-1.8,NA
0295,PR8,PR-1,PR-1.8,NA
0321,PR8,PR-1,PR-1.8,NA
0395,PR8,PR-1,PR-1.8,NA
0396,PR8,PR-1,PR-1.8,NA
0480,PR8,PR-1,PR-1.8,NA
0481,PR8,PR-1,PR-1.8,NA
0489,PR8,PR-1,PR-1.8,NA
0531,PR8,PR-1,PR-1.8,NA
0532,PR8,PR-1,PR-1.8,NA
0539,PR8,PR-1,PR-1.8,NA
0120,PR9,PR-1,PR-1.9,NA
0129,PR9,PR-1,PR-1.9,NA
016,PR9,PR-1,PR-1.9,NA
0201,PR9,PR-1,PR-1.9,NA
0202,PR9,PR-1,PR-1.9,NA
0203,PR9,PR-1,PR-1.9,NA
0204,PR9,PR-1,PR-1.9,NA
0205,PR9,PR-1,PR-1.9,NA
0206,PR9,PR-1,PR-1.9,NA
0207,PR9,PR-1,PR-1.9,NA
0211,PR9,PR-1,PR-1.9,NA
0212,PR9,PR-1,PR-1.9,NA
0213,PR9,PR-1,PR-1.9,NA
0214,PR9,PR-1,PR-1.9,NA
022,PR9,PR-1,PR-1.9,NA
0221,PR9,PR-1,PR-1.9,NA
0222,PR9,PR-1,PR-1.9,NA
0291,PR9,PR-1,PR-1.9,NA
0292,PR9,PR-1,PR-1.9,NA
0293,PR9,PR-1,PR-1.9,NA
0294,PR9,PR-1,PR-1.9,NA
0296,PR9,PR-1,PR-1.9,NA
0299,PR9,PR-1,PR-1.9,NA
0301,PR9,PR-1,PR-1.9,NA
031,PR9,PR-1,PR-1.9,NA
0329,PR9,PR-1,PR-1.9,NA
034,PR9,PR-1,PR-1.9,NA
0351,PR9,PR-1,PR-1.9,NA
0352,PR9,PR-1,PR-1.9,NA
0353,PR9,PR-1,PR-1.9,NA
0359,PR9,PR-1,PR-1.9,NA
036,PR9,PR-1,PR-1.9,NA
0371,PR9,PR-1,PR-1.9,NA
0372,PR9,PR-1,PR-1.9,NA
0379,PR9,PR-1,PR-1.9,NA
0397,PR9,PR-1,PR-1.9,NA
0398,PR9,PR-1,PR-1.9,NA
0399,PR9,PR-1,PR-1.9,NA
0401,PR9,PR-1,PR-1.9,NA
0402,PR9,PR-1,PR-1.9,NA
0403,PR9,PR-1,PR-1.9,NA
0404,PR9,PR-1,PR-1.9,NA
0405,PR9,PR-1,PR-1.9,NA
0406,PR9,PR-1,PR-1.9,NA
0407,PR9,PR-1,PR-1.9,NA
042,PR9,PR-1,PR-1.9,NA
043,PR9,PR-1,PR-1.9,NA
0441,PR9,PR-1,PR-1.9,NA
0442,PR9,PR-1,PR-1.9,NA
045,PR9,PR-1,PR-1.9,NA
046,PR9,PR-1,PR-1.9,NA
0471,PR9,PR-1,PR-1.9,NA
0472,PR9,PR-1,PR-1.9,NA
0473,PR9,PR-1,PR-1.9,NA
0474,PR9,PR-1,PR-1.9,NA
0475,PR9,PR-1,PR-1.9,NA
0476,PR9,PR-1,PR-1.9,NA
0479,PR9,PR-1,PR-1.9,NA
0491,PR9,PR-1,PR-1.9,NA
0492,PR9,PR-1,PR-1.9,NA
0493,PR9,PR-1,PR-1.9,NA
0499,PR9,PR-1,PR-1.9,NA
050,PR9,PR-1,PR-1.9,NA
0521,PR9,PR-1,PR-1.9,NA
0522,PR9,PR-1,PR-1.9,NA
0523,PR9,PR-1,PR-1.9,NA
0524,PR9,PR-1,PR-1.9,NA
0525,PR9,PR-1,PR-1.9,NA
0529,PR9,PR-1,PR-1.9,NA
0581,PR9,PR-1,PR-1.9,NA
0589,PR9,PR-1,PR-1.9,NA
059,PR9,PR-1,PR-1.9,NA
1761,PR9,PR-1,PR-1.9,NA
8053,PR9,PR-1,PR-1.9,NA
8054,PR9,PR-1,PR-1.9,NA
8458,PR9,PR-1,PR-1.9,NA
8694,PR9,PR-1,PR-1.9,NA
8695,PR9,PR-1,PR-1.9,NA
8696,PR9,PR-1,PR-1.9,NA
8697,PR9,PR-1,PR-1.9,NA
8698,PR9,PR-1,PR-1.9,NA
062,PR10,PR-2,PR-2.1,NA
0631,PR10,PR-2,PR-2.1,NA
0639,PR10,PR-2,PR-2.1,NA
064,PR10,PR-2,PR-2.1,NA
0650,PR10,PR-2,PR-2.1,NA
0651,PR10,PR-2,PR-2.1,NA
0652,PR10,PR-2,PR-2.1,NA
066,PR10,PR-2,PR-2.1,NA
0611,PR11,PR-2,PR-2.2,NA
0612,PR11,PR-2,PR-2.2,NA
0613,PR11,PR-2,PR-2.2,NA
0619,PR11,PR-2,PR-2.2,NA
0700,PR11,PR-2,PR-2.2,NA
0701,PR11,PR-2,PR-2.2,NA
0702,PR11,PR-2,PR-2.2,NA
0711,PR11,PR-2,PR-2.2,NA
0712,PR11,PR-2,PR-2.2,NA
0713,PR11,PR-2,PR-2.2,NA
0714,PR11,PR-2,PR-2.2,NA
0715,PR11,PR-2,PR-2.2,NA
0716,PR11,PR-2,PR-2.2,NA
0717,PR11,PR-2,PR-2.2,NA
0719,PR11,PR-2,PR-2.2,NA
0751,PR11,PR-2,PR-2.2,NA
0771,PR11,PR-2,PR-2.2,NA
0791,PR11,PR-2,PR-2.2,NA
0601,PR12,PR-2,PR-2.3,NA
0602,PR12,PR-2,PR-2.3,NA
0609,PR12,PR-2,PR-2.3,NA
067,PR12,PR-2,PR-2.3,NA
0681,PR12,PR-2,PR-2.3,NA
0689,PR12,PR-2,PR-2.3,NA
0691,PR12,PR-2,PR-2.3,NA
0692,PR12,PR-2,PR-2.3,NA
0693,PR12,PR-2,PR-2.3,NA
0694,PR12,PR-2,PR-2.3,NA
0695,PR12,PR-2,PR-2.3,NA
0698,PR12,PR-2,PR-2.3,NA
0699,PR12,PR-2,PR-2.3,NA
0721,PR12,PR-2,PR-2.3,NA
0722,PR12,PR-2,PR-2.3,NA
0729,PR12,PR-2,PR-2.3,NA
073,PR12,PR-2,PR-2.3,NA
0741,PR12,PR-2,PR-2.3,NA
0742,PR12,PR-2,PR-2.3,NA
0743,PR12,PR-2,PR-2.3,NA
0744,PR12,PR-2,PR-2.3,NA
0745,PR12,PR-2,PR-2.3,NA
0749,PR12,PR-2,PR-2.3,NA
0752,PR12,PR-2,PR-2.3,NA
0753,PR12,PR-2,PR-2.3,NA
0754,PR12,PR-2,PR-2.3,NA
0759,PR12,PR-2,PR-2.3,NA
0761,PR12,PR-2,PR-2.3,NA
0762,PR12,PR-2,PR-2.3,NA
0763,PR12,PR-2,PR-2.3,NA
0764,PR12,PR-2,PR-2.3,NA
0765,PR12,PR-2,PR-2.3,NA
0768,PR12,PR-2,PR-2.3,NA
0769,PR12,PR-2,PR-2.3,NA
0772,PR12,PR-2,PR-2.3,NA
0779,PR12,PR-2,PR-2.3,NA
0780,PR12,PR-2,PR-2.3,NA
0781,PR12,PR-2,PR-2.3,NA
0782,PR12,PR-2,PR-2.3,NA
0783,PR12,PR-2,PR-2.3,NA
0784,PR12,PR-2,PR-2.3,NA
0792,PR12,PR-2,PR-2.3,NA
0793,PR12,PR-2,PR-2.3,NA
0794,PR12,PR-2,PR-2.3,NA
0795,PR12,PR-2,PR-2.3,NA
0798,PR12,PR-2,PR-2.3,NA
0799,PR12,PR-2,PR-2.3,NA
1160,PR13,PR-3,PR-3.1,NA
1161,PR13,PR-3,PR-3.1,NA
1162,PR13,PR-3,PR-3.1,NA
1163,PR13,PR-3,PR-3.1,NA
1164,PR13,PR-3,PR-3.1,NA
1169,PR13,PR-3,PR-3.1,NA
1251,PR14,PR-3,PR-3.2,NA
1252,PR14,PR-3,PR-3.2,NA
1253,PR14,PR-3,PR-3.2,NA
1254,PR14,PR-3,PR-3.2,NA
1255,PR14,PR-3,PR-3.2,NA
1259,PR14,PR-3,PR-3.2,NA
1261,PR14,PR-3,PR-3.2,NA
1262,PR14,PR-3,PR-3.2,NA
1263,PR14,PR-3,PR-3.2,NA
1264,PR14,PR-3,PR-3.2,NA
1265,PR14,PR-3,PR-3.2,NA
1266,PR14,PR-3,PR-3.2,NA
1267,PR14,PR-3,PR-3.2,NA
1269,PR14,PR-3,PR-3.2,NA
1271,PR14,PR-3,PR-3.2,NA
1272,PR14,PR-3,PR-3.2,NA
1273,PR14,PR-3,PR-3.2,NA
1274,PR14,PR-3,PR-3.2,NA
1279,PR14,PR-3,PR-3.2,NA
1311,PR15,PR-3,PR-3.3,PR-3.3.4
1319,PR15,PR-3,PR-3.3,PR-3.3.4
132,PR15,PR-3,PR-3.3,PR-3.3.4
133,PR15,PR-3,PR-3.3,PR-3.3.4
1341,PR15,PR-3,PR-3.3,PR-3.3.2
1342,PR15,PR-3,PR-3.3,PR-3.3.4
1343,PR15,PR-3,PR-3.3,PR-3.3.4
1351,PR15,PR-3,PR-3.3,PR-3.3.4
1359,PR15,PR-3,PR-3.3,PR-3.3.3
1361,PR15,PR-3,PR-3.3,PR-3.3.4
1362,PR15,PR-3,PR-3.3,PR-3.3.4
1363,PR15,PR-3,PR-3.3,PR-3.3.4
1364,PR15,PR-3,PR-3.3,PR-3.3.4
1365,PR15,PR-3,PR-3.3,PR-3.3.4
1366,PR15,PR-3,PR-3.3,PR-3.3.4
1369,PR15,PR-3,PR-3.3,PR-3.3.4
1370,PR15,PR-3,PR-3.3,PR-3.3.1
1371,PR15,PR-3,PR-3.3,PR-3.3.1
1372,PR15,PR-3,PR-3.3,PR-3.3.1
138,PR15,PR-3,PR-3.3,PR-3.3.4
139,PR15,PR-3,PR-3.3,PR-3.3.4
1390,PR15,PR-3,PR-3.3,PR-3.3.4
1391,PR15,PR-3,PR-3.3,PR-3.3.4
1431,PR16,PR-3,PR-3.4,NA
1432,PR16,PR-3,PR-3.4,NA
1433,PR16,PR-3,PR-3.4,NA
1434,PR16,PR-3,PR-3.4,NA
1435,PR16,PR-3,PR-3.4,NA
1439,PR16,PR-3,PR-3.4,NA
1441,PR16,PR-3,PR-3.4,NA
1449,PR16,PR-3,PR-3.4,NA
1451,PR16,PR-3,PR-3.4,NA
1452,PR16,PR-3,PR-3.4,NA
1453,PR16,PR-3,PR-3.4,NA
1454,PR16,PR-3,PR-3.4,NA
1455,PR16,PR-3,PR-3.4,NA
1459,PR16,PR-3,PR-3.4,NA
1421,PR17,PR-3,PR-3.5,NA
1422,PR17,PR-3,PR-3.5,NA
1423,PR17,PR-3,PR-3.5,NA
1424,PR17,PR-3,PR-3.5,NA
1425,PR17,PR-3,PR-3.5,NA
1426,PR17,PR-3,PR-3.5,NA
1427,PR17,PR-3,PR-3.5,NA
1429,PR17,PR-3,PR-3.5,NA
0811,PR18,PR-3,PR-3.6,NA
0819,PR18,PR-3,PR-3.6,NA
0911,PR18,PR-3,PR-3.6,NA
0912,PR18,PR-3,PR-3.6,NA
0919,PR18,PR-3,PR-3.6,NA
1021,PR18,PR-3,PR-3.6,NA
1029,PR18,PR-3,PR-3.6,NA
1121,PR18,PR-3,PR-3.6,NA
1122,PR18,PR-3,PR-3.6,NA
1129,PR18,PR-3,PR-3.6,NA
1221,PR18,PR-3,PR-3.6,NA
1222,PR18,PR-3,PR-3.6,NA
1229,PR18,PR-3,PR-3.6,NA
1411,PR18,PR-3,PR-3.6,NA
1419,PR18,PR-3,PR-3.6,NA
1501,PR18,PR-3,PR-3.6,NA
1509,PR18,PR-3,PR-3.6,NA
1621,PR18,PR-3,PR-3.6,NA
1622,PR18,PR-3,PR-3.6,NA
1623,PR18,PR-3,PR-3.6,NA
1629,PR18,PR-3,PR-3.6,NA
0801,PR19,PR-3,PR-3.7,NA
0802,PR19,PR-3,PR-3.7,NA
0809,PR19,PR-3,PR-3.7,NA
0820,PR19,PR-3,PR-3.7,NA
0821,PR19,PR-3,PR-3.7,NA
0822,PR19,PR-3,PR-3.7,NA
0823,PR19,PR-3,PR-3.7,NA
0824,PR19,PR-3,PR-3.7,NA
0825,PR19,PR-3,PR-3.7,NA
0831,PR19,PR-3,PR-3.7,NA
0832,PR19,PR-3,PR-3.7,NA
0833,PR19,PR-3,PR-3.7,NA
0834,PR19,PR-3,PR-3.7,NA
0835,PR19,PR-3,PR-3.7,NA
0836,PR19,PR-3,PR-3.7,NA
0837,PR19,PR-3,PR-3.7,NA
0838,PR19,PR-3,PR-3.7,NA
0841,PR19,PR-3,PR-3.7,NA
0842,PR19,PR-3,PR-3.7,NA
0843,PR19,PR-3,PR-3.7,NA
0844,PR19,PR-3,PR-3.7,NA
0849,PR19,PR-3,PR-3.7,NA
0851,PR19,PR-3,PR-3.7,NA
0852,PR19,PR-3,PR-3.7,NA
0859,PR19,PR-3,PR-3.7,NA
0861,PR19,PR-3,PR-3.7,NA
0862,PR19,PR-3,PR-3.7,NA
0863,PR19,PR-3,PR-3.7,NA
0864,PR19,PR-3,PR-3.7,NA
0869,PR19,PR-3,PR-3.7,NA
0870,PR19,PR-3,PR-3.7,NA
0871,PR19,PR-3,PR-3.7,NA
0872,PR19,PR-3,PR-3.7,NA
0873,PR19,PR-3,PR-3.7,NA
0874,PR19,PR-3,PR-3.7,NA
0881,PR19,PR-3,PR-3.7,NA
0882,PR19,PR-3,PR-3.7,NA
0883,PR19,PR-3,PR-3.7,NA
0884,PR19,PR-3,PR-3.7,NA
0885,PR19,PR-3,PR-3.7,NA
0886,PR19,PR-3,PR-3.7,NA
0887,PR19,PR-3,PR-3.7,NA
0889,PR19,PR-3,PR-3.7,NA
0891,PR19,PR-3,PR-3.7,NA
0892,PR19,PR-3,PR-3.7,NA
0893,PR19,PR-3,PR-3.7,NA
0899,PR19,PR-3,PR-3.7,NA
090,PR19,PR-3,PR-3.7,NA
0920,PR19,PR-3,PR-3.7,NA
0921,PR19,PR-3,PR-3.7,NA
0922,PR19,PR-3,PR-3.7,NA
0923,PR19,PR-3,PR-3.7,NA
093,PR19,PR-3,PR-3.7,NA
0941,PR19,PR-3,PR-3.7,NA
0942,PR19,PR-3,PR-3.7,NA
0943,PR19,PR-3,PR-3.7,NA
0944,PR19,PR-3,PR-3.7,NA
0949,PR19,PR-3,PR-3.7,NA
0951,PR19,PR-3,PR-3.7,NA
0952,PR19,PR-3,PR-3.7,NA
0953,PR19,PR-3,PR-3.7,NA
0959,PR19,PR-3,PR-3.7,NA
096,PR19,PR-3,PR-3.7,NA
0971,PR19,PR-3,PR-3.7,NA
0972,PR19,PR-3,PR-3.7,NA
0973,PR19,PR-3,PR-3.7,NA
0981,PR19,PR-3,PR-3.7,NA
0982,PR19,PR-3,PR-3.7,NA
0983,PR19,PR-3,PR-3.7,NA
0991,PR19,PR-3,PR-3.7,NA
0999,PR19,PR-3,PR-3.7,NA
100,PR19,PR-3,PR-3.7,NA
101,PR19,PR-3,PR-3.7,NA
1031,PR19,PR-3,PR-3.7,NA
1032,PR19,PR-3,PR-3.7,NA
1033,PR19,PR-3,PR-3.7,NA
1041,PR19,PR-3,PR-3.7,NA
1042,PR19,PR-3,PR-3.7,NA
1043,PR19,PR-3,PR-3.7,NA
1044,PR19,PR-3,PR-3.7,NA
1049,PR19,PR-3,PR-3.7,NA
105,PR19,PR-3,PR-3.7,NA
106,PR19,PR-3,PR-3.7,NA
1091,PR19,PR-3,PR-3.7,NA
1099,PR19,PR-3,PR-3.7,NA
110,PR19,PR-3,PR-3.7,NA
111,PR19,PR-3,PR-3.7,NA
1131,PR19,PR-3,PR-3.7,NA
1132,PR19,PR-3,PR-3.7,NA
1139,PR19,PR-3,PR-3.7,NA
1141,PR19,PR-3,PR-3.7,NA
1142,PR19,PR-3,PR-3.7,NA
1143,PR19,PR-3,PR-3.7,NA
1149,PR19,PR-3,PR-3.7,NA
1151,PR19,PR-3,PR-3.7,NA
1152,PR19,PR-3,PR-3.7,NA
1153,PR19,PR-3,PR-3.7,NA
1159,PR19,PR-3,PR-3.7,NA
1171,PR19,PR-3,PR-3.7,NA
1172,PR19,PR-3,PR-3.7,NA
1173,PR19,PR-3,PR-3.7,NA
1174,PR19,PR-3,PR-3.7,NA
1175,PR19,PR-3,PR-3.7,NA
1176,PR19,PR-3,PR-3.7,NA
1179,PR19,PR-3,PR-3.7,NA
1191,PR19,PR-3,PR-3.7,NA
1192,PR19,PR-3,PR-3.7,NA
1199,PR19,PR-3,PR-3.7,NA
9651,PR19,PR-3,PR-3.7,NA
9731,PR19,PR-3,PR-3.7,NA
1200,PR20,PR-3,PR-3.8,NA
1201,PR20,PR-3,PR-3.8,NA
1202,PR20,PR-3,PR-3.8,NA
1211,PR20,PR-3,PR-3.8,NA
1212,PR20,PR-3,PR-3.8,NA
1213,PR20,PR-3,PR-3.8,NA
1214,PR20,PR-3,PR-3.8,NA
1231,PR20,PR-3,PR-3.8,NA
1232,PR20,PR-3,PR-3.8,NA
1233,PR20,PR-3,PR-3.8,NA
1234,PR20,PR-3,PR-3.8,NA
1235,PR20,PR-3,PR-3.8,NA
1239,PR20,PR-3,PR-3.8,NA
1240,PR20,PR-3,PR-3.8,NA
1241,PR20,PR-3,PR-3.8,NA
1242,PR20,PR-3,PR-3.8,NA
1243,PR20,PR-3,PR-3.8,NA
1244,PR20,PR-3,PR-3.8,NA
1281,PR20,PR-3,PR-3.8,NA
1282,PR20,PR-3,PR-3.8,NA
1283,PR20,PR-3,PR-3.8,NA
1284,PR20,PR-3,PR-3.8,NA
1285,PR20,PR-3,PR-3.8,NA
1286,PR20,PR-3,PR-3.8,NA
1287,PR20,PR-3,PR-3.8,NA
1288,PR20,PR-3,PR-3.8,NA
1289,PR20,PR-3,PR-3.8,NA
1291,PR20,PR-3,PR-3.8,NA
1292,PR20,PR-3,PR-3.8,NA
1293,PR20,PR-3,PR-3.8,NA
1297,PR20,PR-3,PR-3.8,NA
1298,PR20,PR-3,PR-3.8,NA
1299,PR20,PR-3,PR-3.8,NA
1300,PR20,PR-3,PR-3.8,NA
1301,PR20,PR-3,PR-3.8,NA
1302,PR20,PR-3,PR-3.8,NA
1400,PR20,PR-3,PR-3.8,NA
1401,PR20,PR-3,PR-3.8,NA
1402,PR20,PR-3,PR-3.8,NA
146,PR20,PR-3,PR-3.8,NA
1471,PR20,PR-3,PR-3.8,NA
1472,PR20,PR-3,PR-3.8,NA
1473,PR20,PR-3,PR-3.8,NA
1474,PR20,PR-3,PR-3.8,NA
1475,PR20,PR-3,PR-3.8,NA
1479,PR20,PR-3,PR-3.8,NA
1481,PR20,PR-3,PR-3.8,NA
1482,PR20,PR-3,PR-3.8,NA
1483,PR20,PR-3,PR-3.8,NA
149,PR20,PR-3,PR-3.8,NA
1511,PR21,PR-3,PR-3.9,NA
1512,PR21,PR-3,PR-3.9,NA
1513,PR21,PR-3,PR-3.9,NA
1519,PR21,PR-3,PR-3.9,NA
1521,PR21,PR-3,PR-3.9,NA
1522,PR21,PR-3,PR-3.9,NA
1529,PR21,PR-3,PR-3.9,NA
153,PR21,PR-3,PR-3.9,NA
154,PR21,PR-3,PR-3.9,NA
155,PR21,PR-3,PR-3.9,NA
156,PR21,PR-3,PR-3.9,NA
157,PR21,PR-3,PR-3.9,NA
159,PR21,PR-3,PR-3.9,NA
1601,PR21,PR-3,PR-3.9,NA
1602,PR21,PR-3,PR-3.9,NA
1609,PR21,PR-3,PR-3.9,NA
161,PR21,PR-3,PR-3.9,NA
1631,PR21,PR-3,PR-3.9,NA
1639,PR21,PR-3,PR-3.9,NA
1641,PR21,PR-3,PR-3.9,NA
1642,PR21,PR-3,PR-3.9,NA
1649,PR21,PR-3,PR-3.9,NA
1651,PR21,PR-3,PR-3.9,NA
1652,PR21,PR-3,PR-3.9,NA
1659,PR21,PR-3,PR-3.9,NA
1661,PR21,PR-3,PR-3.9,NA
1662,PR21,PR-3,PR-3.9,NA
1663,PR21,PR-3,PR-3.9,NA
1664,PR21,PR-3,PR-3.9,NA
1665,PR21,PR-3,PR-3.9,NA
1666,PR21,PR-3,PR-3.9,NA
1669,PR21,PR-3,PR-3.9,NA
1671,PR21,PR-3,PR-3.9,NA
1672,PR21,PR-3,PR-3.9,NA
1681,PR21,PR-3,PR-3.9,NA
1682,PR21,PR-3,PR-3.9,NA
1689,PR21,PR-3,PR-3.9,NA
1691,PR21,PR-3,PR-3.9,NA
1692,PR21,PR-3,PR-3.9,NA
1693,PR21,PR-3,PR-3.9,NA
1698,PR21,PR-3,PR-3.9,NA
1699,PR21,PR-3,PR-3.9,NA
194,PR22,PR-4,PR-4.1,NA
1952,PR22,PR-4,PR-4.1,NA
1953,PR22,PR-4,PR-4.1,NA
1954,PR22,PR-4,PR-4.1,NA
1955,PR22,PR-4,PR-4.1,NA
196,PR22,PR-4,PR-4.1,NA
2001,PR23,PR-4,PR-4.2,NA
2009,PR23,PR-4,PR-4.2,NA
2041,PR24,PR-4,PR-4.3,NA
2042,PR24,PR-4,PR-4.3,NA
2049,PR24,PR-4,PR-4.3,NA
1811,PR25,PR-4,PR-4.4,NA
1812,PR25,PR-4,PR-4.4,NA
1819,PR25,PR-4,PR-4.4,NA
2031,PR25,PR-4,PR-4.4,NA
2032,PR25,PR-4,PR-4.4,NA
2039,PR25,PR-4,PR-4.4,NA
1801,PR26,PR-4,PR-4.5,NA
1802,PR26,PR-4,PR-4.5,NA
1809,PR26,PR-4,PR-4.5,NA
1821,PR26,PR-4,PR-4.5,NA
1829,PR26,PR-4,PR-4.5,NA
1831,PR26,PR-4,PR-4.5,NA
1839,PR26,PR-4,PR-4.5,NA
184,PR26,PR-4,PR-4.5,NA
185,PR26,PR-4,PR-4.5,NA
186,PR26,PR-4,PR-4.5,NA
1871,PR26,PR-4,PR-4.5,NA
1872,PR26,PR-4,PR-4.5,NA
1879,PR26,PR-4,PR-4.5,NA
189,PR26,PR-4,PR-4.5,NA
190,PR26,PR-4,PR-4.5,NA
1911,PR26,PR-4,PR-4.5,NA
1919,PR26,PR-4,PR-4.5,NA
1921,PR26,PR-4,PR-4.5,NA
1929,PR26,PR-4,PR-4.5,NA
193,PR26,PR-4,PR-4.5,NA
199,PR26,PR-4,PR-4.5,NA
201,PR26,PR-4,PR-4.5,NA
2021,PR26,PR-4,PR-4.5,NA
2022,PR26,PR-4,PR-4.5,NA
2023,PR26,PR-4,PR-4.5,NA
2051,PR26,PR-4,PR-4.5,NA
2059,PR26,PR-4,PR-4.5,NA
2061,PR26,PR-4,PR-4.5,NA
2062,PR26,PR-4,PR-4.5,NA
2071,PR26,PR-4,PR-4.5,NA
2072,PR26,PR-4,PR-4.5,NA
2079,PR26,PR-4,PR-4.5,NA
208,PR26,PR-4,PR-4.5,NA
2091,PR26,PR-4,PR-4.5,NA
2092,PR26,PR-4,PR-4.5,NA
2093,PR26,PR-4,PR-4.5,NA
2094,PR26,PR-4,PR-4.5,NA
2095,PR26,PR-4,PR-4.5,NA
2096,PR26,PR-4,PR-4.5,NA
2097,PR26,PR-4,PR-4.5,NA
2098,PR26,PR-4,PR-4.5,NA
2099,PR26,PR-4,PR-4.5,NA
9611,PR26,PR-4,PR-4.5,NA
9652,PR26,PR-4,PR-4.5,NA
2100,PR27,PR-5,PR-5.1,NA
2101,PR27,PR-5,PR-5.1,NA
2102,PR27,PR-5,PR-5.1,NA
2103,PR27,PR-5,PR-5.1,NA
2104,PR27,PR-5,PR-5.1,NA
2105,PR27,PR-5,PR-5.1,NA
2106,PR27,PR-5,PR-5.1,NA
2107,PR27,PR-5,PR-5.1,NA
2109,PR27,PR-5,PR-5.1,NA
215,PR28,PR-5,PR-5.2,NA
2181,PR28,PR-5,PR-5.2,NA
2182,PR28,PR-5,PR-5.2,NA
2183,PR28,PR-5,PR-5.2,NA
2184,PR28,PR-5,PR-5.2,NA
2185,PR28,PR-5,PR-5.2,NA
2186,PR28,PR-5,PR-5.2,NA
2187,PR28,PR-5,PR-5.2,NA
2188,PR28,PR-5,PR-5.2,NA
2189,PR28,PR-5,PR-5.2,NA
2301,PR29,PR-5,PR-5.3,NA
2309,PR29,PR-5,PR-5.3,NA
2311,PR29,PR-5,PR-5.3,NA
2319,PR29,PR-5,PR-5.3,NA
232,PR29,PR-5,PR-5.3,NA
